topk,nume,moeh,sed,h,ffnh,numh,numl,lr,bs,ti,numld,N,Na,M,kvcache,D,loss
1,89,352,352,1408,3904,11,16,0.0001726,32,30517,1,2150612992,187973632,1681489920,45056,2000000000,2.721691
1,89,352,352,1408,3904,11,16,0.0001726,64,15258,1,2150612992,187973632,1681489920,45056,2000000000,2.615083
1,89,352,352,1408,3904,11,16,0.0001726,128,7629,1,2150612992,187973632,1681489920,45056,2000000000,2.720423
1,89,352,352,1408,3904,11,16,0.0001726,256,3814,1,2150612992,187973632,1681489920,45056,2000000000,2.78034
1,89,352,352,1408,3904,11,16,0.0001726,512,1907,1,2150612992,187973632,1681489920,45056,2000000000,2.939396
1,89,352,352,1408,3904,11,16,0.0002441,32,30517,1,2150612992,187973632,1681489920,45056,2000000000,2.712042
1,89,352,352,1408,3904,11,16,0.0002441,64,15258,1,2150612992,187973632,1681489920,45056,2000000000,2.600385
1,89,352,352,1408,3904,11,16,0.0002441,128,7629,1,2150612992,187973632,1681489920,45056,2000000000,2.686499
1,89,352,352,1408,3904,11,16,0.0002441,256,3814,1,2150612992,187973632,1681489920,45056,2000000000,2.730726
1,89,352,352,1408,3904,11,16,0.0002441,512,1907,1,2150612992,187973632,1681489920,45056,2000000000,2.854747
1,89,352,352,1408,3904,11,16,0.0003453,32,30517,1,2150612992,187973632,1681489920,45056,2000000000,2.715764
1,89,352,352,1408,3904,11,16,0.0003453,64,15258,1,2150612992,187973632,1681489920,45056,2000000000,2.595109
1,89,352,352,1408,3904,11,16,0.0003453,128,7629,1,2150612992,187973632,1681489920,45056,2000000000,2.668363
1,89,352,352,1408,3904,11,16,0.0003453,256,3814,1,2150612992,187973632,1681489920,45056,2000000000,2.695742
1,89,352,352,1408,3904,11,16,0.0003453,512,1907,1,2150612992,187973632,1681489920,45056,2000000000,2.798481
1,89,352,352,1408,3904,11,16,0.0004883,32,30517,1,2150612992,187973632,1681489920,45056,2000000000,2.725003
1,89,352,352,1408,3904,11,16,0.0004883,64,15258,1,2150612992,187973632,1681489920,45056,2000000000,2.595637
1,89,352,352,1408,3904,11,16,0.0004883,128,7629,1,2150612992,187973632,1681489920,45056,2000000000,2.665095
1,89,352,352,1408,3904,11,16,0.0004883,256,3814,1,2150612992,187973632,1681489920,45056,2000000000,2.679755
1,89,352,352,1408,3904,11,16,0.0004883,512,1907,1,2150612992,187973632,1681489920,45056,2000000000,2.759318
1,89,352,352,1408,3904,11,16,0.0006905,32,30517,1,2150612992,187973632,1681489920,45056,2000000000,2.737385
1,89,352,352,1408,3904,11,16,0.0006905,64,15258,1,2150612992,187973632,1681489920,45056,2000000000,2.610048
1,89,352,352,1408,3904,11,16,0.0006905,128,7629,1,2150612992,187973632,1681489920,45056,2000000000,2.664026
1,89,352,352,1408,3904,11,16,0.0006905,256,3814,1,2150612992,187973632,1681489920,45056,2000000000,2.669763
1,89,352,352,1408,3904,11,16,0.0006905,512,1907,1,2150612992,187973632,1681489920,45056,2000000000,2.736293
1,89,352,352,1408,3904,11,16,0.0009766,32,30517,1,2150612992,187973632,1681489920,45056,2000000000,2.750567
1,89,352,352,1408,3904,11,16,0.0009766,64,15258,1,2150612992,187973632,1681489920,45056,2000000000,2.628457
1,89,352,352,1408,3904,11,16,0.0009766,128,7629,1,2150612992,187973632,1681489920,45056,2000000000,2.678477
1,89,352,352,1408,3904,11,16,0.0009766,256,3814,1,2150612992,187973632,1681489920,45056,2000000000,2.67657
1,89,352,352,1408,3904,11,16,0.0009766,512,1907,1,2150612992,187973632,1681489920,45056,2000000000,2.73717
1,89,352,352,1408,3904,11,16,0.001381,32,30517,1,2150612992,187973632,1681489920,45056,2000000000,2.772249
1,89,352,352,1408,3904,11,16,0.001381,64,15258,1,2150612992,187973632,1681489920,45056,2000000000,2.656931
1,89,352,352,1408,3904,11,16,0.001381,128,7629,1,2150612992,187973632,1681489920,45056,2000000000,2.695702
1,89,352,352,1408,3904,11,16,0.001381,256,3814,1,2150612992,187973632,1681489920,45056,2000000000,2.700613
1,89,352,352,1408,3904,11,16,0.001381,512,1907,1,2150612992,187973632,1681489920,45056,2000000000,2.752976
1,89,352,352,1408,3904,11,16,0.001953,32,30517,1,2150612992,187973632,1681489920,45056,2000000000,2.782879
1,89,352,352,1408,3904,11,16,0.001953,64,15258,1,2150612992,187973632,1681489920,45056,2000000000,2.673823
1,89,352,352,1408,3904,11,16,0.001953,128,7629,1,2150612992,187973632,1681489920,45056,2000000000,2.733262
1,89,352,352,1408,3904,11,16,0.001953,256,3814,1,2150612992,187973632,1681489920,45056,2000000000,2.736827
1,89,352,352,1408,3904,11,16,0.001953,512,1907,1,2150612992,187973632,1681489920,45056,2000000000,2.799181
1,89,352,352,1408,3904,11,16,0.002762,32,30517,1,2150612992,187973632,1681489920,45056,2000000000,2.797097
1,89,352,352,1408,3904,11,16,0.002762,64,15258,1,2150612992,187973632,1681489920,45056,2000000000,2.694988
1,89,352,352,1408,3904,11,16,0.002762,128,7629,1,2150612992,187973632,1681489920,45056,2000000000,2.775991
1,89,352,352,1408,3904,11,16,0.002762,256,3814,1,2150612992,187973632,1681489920,45056,2000000000,2.791864
1,89,352,352,1408,3904,11,16,0.002762,512,1907,1,2150612992,187973632,1681489920,45056,2000000000,2.874734
1,89,352,352,1408,3904,11,16,0.0001726,32,61035,1,2150612992,187973632,1681489920,45056,4000000000,2.506786
1,89,352,352,1408,3904,11,16,0.0001726,64,30517,1,2150612992,187973632,1681489920,45056,4000000000,2.55319
1,89,352,352,1408,3904,11,16,0.0001726,128,15258,1,2150612992,187973632,1681489920,45056,4000000000,2.601991
1,89,352,352,1408,3904,11,16,0.0001726,256,7629,1,2150612992,187973632,1681489920,45056,4000000000,2.665889
1,89,352,352,1408,3904,11,16,0.0001726,512,3814,1,2150612992,187973632,1681489920,45056,4000000000,2.684938
1,89,352,352,1408,3904,11,16,0.0002441,32,61035,1,2150612992,187973632,1681489920,45056,4000000000,2.50886
1,89,352,352,1408,3904,11,16,0.0002441,64,30517,1,2150612992,187973632,1681489920,45056,4000000000,2.543592
1,89,352,352,1408,3904,11,16,0.0002441,128,15258,1,2150612992,187973632,1681489920,45056,4000000000,2.583694
1,89,352,352,1408,3904,11,16,0.0002441,256,7629,1,2150612992,187973632,1681489920,45056,4000000000,2.630906
1,89,352,352,1408,3904,11,16,0.0002441,512,3814,1,2150612992,187973632,1681489920,45056,4000000000,2.630375
1,89,352,352,1408,3904,11,16,0.0003453,32,61035,1,2150612992,187973632,1681489920,45056,4000000000,2.504049
1,89,352,352,1408,3904,11,16,0.0003453,64,30517,1,2150612992,187973632,1681489920,45056,4000000000,2.542332
1,89,352,352,1408,3904,11,16,0.0003453,128,15258,1,2150612992,187973632,1681489920,45056,4000000000,2.569822
