N,N_no_emb,D,C,C_no_emb,C_6ND,C_6ND_no_emb,portion_steps_elapsed,train_tokens,total_steps,current_steps,total_epochs,current_epoch,peak_lr,loss
113718400,49165440,671088640,457890758401720320,197966209595473920,457890758393856000,197966209587609600,0.3555555555555555,671088640,1800,640,15,5,0.002,4.030225475784391
113718400,49165440,805306368,549468910080491520,237559451512995840,549468910072627200,237559451505131520,0.4266666666666667,805306368,1800,768,15,6,0.002,3.933001027442515
113718400,49165440,939524096,641047061759262720,277152693430517760,641047061751398400,277152693422653440,0.4977777777777777,939524096,1800,896,15,7,0.002,3.853375299833715
113718400,49165440,1073741824,732625213438033920,316745935348039680,732625213430169600,316745935340175360,0.5688888888888889,1073741824,1800,1024,15,8,0.002,3.794356992933899
113718400,49165440,1207959552,824203365116805120,356339177265561600,824203365108940800,356339177257697280,0.64,1207959552,1800,1152,15,9,0.002,3.745783742982894
113718400,49165440,1342177280,915781516795576320,395932419183083520,915781516787712000,395932419175219200,0.7111111111111111,1342177280,1800,1280,15,10,0.002,3.707114425022155
113718400,49165440,1476395008,1007359668474347520,435525661100605440,1007359668466483200,435525661092741120,0.7822222222222223,1476395008,1800,1408,15,11,0.002,3.676076863892376
113718400,49165440,1610612736,1098937820153118720,475118903018127360,1098937820145254400,475118903010263040,0.8533333333333334,1610612736,1800,1536,15,12,0.002,3.6523314374499023
113718400,49165440,1744830464,1190515971831889920,514712144935649280,1190515971824025600,514712144927784960,0.9244444444444444,1744830464,1800,1664,15,13,0.002,3.6352786319330335
113718400,49165440,1879048192,1282094123510661120,554305386853171200,1282094123502796800,554305386845306880,0.9955555555555556,1879048192,1800,1792,15,14,0.002,3.623315488919616
113718400,49165440,1887436800,1287817757990584320,556779964473016320,1287817757982720000,556779964465152000,1.0,1887436800,1800,1800,15,15,0.002,3.622705225367099
113718400,49165440,134217728,91578151686635520,39593241925386240,91578151678771200,39593241917521920,0.1706666666666666,134217728,750,128,6,1,0.002,5.87307345867157
113718400,49165440,268435456,183156303365406720,79186483842908160,183156303357542400,79186483835043840,0.3413333333333333,268435456,750,256,6,2,0.002,4.97584412060678
113718400,49165440,402653184,274734455044177920,118779725760430080,274734455036313600,118779725752565760,0.512,402653184,750,384,6,3,0.002,4.438674711622298
113718400,49165440,536870912,366312606722949120,158372967677952000,366312606715084800,158372967670087680,0.6826666666666666,536870912,750,512,6,4,0.002,4.203727287705988
113718400,49165440,671088640,457890758401720320,197966209595473920,457890758393856000,197966209587609600,0.8533333333333334,671088640,750,640,6,5,0.002,4.089558538515121
113718400,49165440,786432000,536590732500664320,231991651868344320,536590732492800000,231991651860480000,1.0,786432000,750,750,6,6,0.002,4.041203788015992
113718400,49165440,134217728,91578151686635520,39593241925386240,91578151678771200,39593241917521920,0.128,134217728,1000,128,8,1,0.002,5.846301625482738
113718400,49165440,268435456,183156303365406720,79186483842908160,183156303357542400,79186483835043840,0.256,268435456,1000,256,8,2,0.002,4.97883568610996
113718400,49165440,402653184,274734455044177920,118779725760430080,274734455036313600,118779725752565760,0.384,402653184,1000,384,8,3,0.002,4.436250329017639
113718400,49165440,536870912,366312606722949120,158372967677952000,366312606715084800,158372967670087680,0.512,536870912,1000,512,8,4,0.002,4.189033557660878
113718400,49165440,671088640,457890758401720320,197966209595473920,457890758393856000,197966209587609600,0.64,671088640,1000,640,8,5,0.002,4.039517060853541
113718400,49165440,805306368,549468910080491520,237559451512995840,549468910072627200,237559451505131520,0.768,805306368,1000,768,8,6,0.002,3.9505803883075714
113718400,49165440,939524096,641047061759262720,277152693430517760,641047061751398400,277152693422653440,0.896,939524096,1000,896,8,7,0.002,3.896349905524403
113718400,49165440,1048576000,715454309998264320,309322202488504320,715454309990400000,309322202480640000,1.0,1048576000,1000,1000,8,8,0.002,3.870547302532941
113718400,49165440,134217728,91578151686635520,39593241925386240,91578151678771200,39593241917521920,0.1706666666666666,134217728,750,128,6,1,0.001,5.916546919383109
113718400,49165440,268435456,183156303365406720,79186483842908160,183156303357542400,79186483835043840,0.3413333333333333,268435456,750,256,6,2,0.001,5.071949849836528
113718400,49165440,402653184,274734455044177920,118779725760430080,274734455036313600,118779725752565760,0.512,402653184,750,384,6,3,0.001,4.603649789467454
113718400,49165440,536870912,366312606722949120,158372967677952000,366312606715084800,158372967670087680,0.6826666666666666,536870912,750,512,6,4,0.001,4.371095176786184
113718400,49165440,671088640,457890758401720320,197966209595473920,457890758393856000,197966209587609600,0.8533333333333334,671088640,750,640,6,5,0.001,4.264844015240669
113718400,49165440,786432000,536590732500664320,231991651868344320,536590732492800000,231991651860480000,1.0,786432000,750,750,6,6,0.001,4.220508110709488
113718400,49165440,134217728,91578151686635520,39593241925386240,91578151678771200,39593241917521920,0.128,134217728,1000,128,8,1,0.001,5.927010926418006
113718400,49165440,268435456,183156303365406720,79186483842908160,183156303357542400,79186483835043840,0.256,268435456,1000,256,8,2,0.001,5.074657252989709
113718400,49165440,402653184,274734455044177920,118779725760430080,274734455036313600,118779725752565760,0.384,402653184,1000,384,8,3,0.001,4.575992465950549
113718400,49165440,536870912,366312606722949120,158372967677952000,366312606715084800,158372967670087680,0.512,536870912,1000,512,8,4,0.001,4.331549250520766
113718400,49165440,671088640,457890758401720320,197966209595473920,457890758393856000,197966209587609600,0.64,671088640,1000,640,8,5,0.001,4.194577294867486
113718400,49165440,805306368,549468910080491520,237559451512995840,549468910072627200,237559451505131520,0.768,805306368,1000,768,8,6,0.001,4.111276792362332
113718400,49165440,939524096,641047061759262720,277152693430517760,641047061751398400,277152693422653440,0.896,939524096,1000,896,8,7,0.001,4.06347632361576
113718400,49165440,1048576000,715454309998264320,309322202488504320,715454309990400000,309322202480640000,1.0,1048576000,1000,1000,8,8,0.001,4.04040867742151
113718400,49165440,134217728,91578151686635520,39593241925386240,91578151678771200,39593241917521920,0.0711111111111111,134217728,1800,128,15,1,0.004,6.000305219553411
113718400,49165440,268435456,183156303365406720,79186483842908160,183156303357542400,79186483835043840,0.1422222222222222,268435456,1800,256,15,2,0.004,5.134342432953417
113718400,49165440,402653184,274734455044177920,118779725760430080,274734455036313600,118779725752565760,0.2133333333333333,402653184,1800,384,15,3,0.004,4.557778265327215
113718400,49165440,536870912,366312606722949120,158372967677952000,366312606715084800,158372967670087680,0.2844444444444444,536870912,1800,512,15,4,0.004,4.244587067980319
113718400,49165440,671088640,457890758401720320,197966209595473920,457890758393856000,197966209587609600,0.3555555555555555,671088640,1800,640,15,5,0.004,4.063345755450428
113718400,49165440,805306368,549468910080491520,237559451512995840,549468910072627200,237559451505131520,0.4266666666666667,805306368,1800,768,15,6,0.004,3.959971026517451
113718400,49165440,939524096,641047061759262720,277152693430517760,641047061751398400,277152693422653440,0.4977777777777777,939524096,1800,896,15,7,0.004,3.8666937076486647
113718400,49165440,1073741824,732625213438033920,316745935348039680,732625213430169600,316745935340175360,0.5688888888888889,1073741824,1800,1024,15,8,0.004,3.808883706573397
113718400,49165440,1207959552,824203365116805120,356339177265561600,824203365108940800,356339177257697280,0.64,1207959552,1800,1152,15,9,0.004,3.749929040670395
113718400,49165440,1342177280,915781516795576320,395932419183083520,915781516787712000,395932419175219200,0.7111111111111111,1342177280,1800,1280,15,10,0.004,3.707884557079524
113718400,49165440,1476395008,1007359668474347520,435525661100605440,1007359668466483200,435525661092741120,0.7822222222222223,1476395008,1800,1408,15,11,0.004,3.673389241565019
113718400,49165440,1610612736,1098937820153118720,475118903018127360,1098937820145254400,475118903010263040,0.8533333333333334,1610612736,1800,1536,15,12,0.004,3.6471030660904944
113718400,49165440,1744830464,1190515971831889920,514712144935649280,1190515971824025600,514712144927784960,0.9244444444444444,1744830464,1800,1664,15,13,0.004,3.627210338134319
113718400,49165440,1879048192,1282094123510661120,554305386853171200,1282094123502796800,554305386845306880,0.9955555555555556,1879048192,1800,1792,15,14,0.004,3.614363799802959
113718400,49165440,1887436800,1287817757990584320,556779964473016320,1287817757982720000,556779964465152000,1.0,1887436800,1800,1800,15,15,0.004,3.613536760676652
113718400,49165440,134217728,91578151686635520,39593241925386240,91578151678771200,39593241917521920,0.064,134217728,2000,128,16,1,0.004,5.974232772365212
113718400,49165440,268435456,183156303365406720,79186483842908160,183156303357542400,79186483835043840,0.128,268435456,2000,256,16,2,0.004,5.1587832840159535
113718400,49165440,402653184,274734455044177920,118779725760430080,274734455036313600,118779725752565760,0.192,402653184,2000,384,16,3,0.004,4.562297907657921
113718400,49165440,536870912,366312606722949120,158372967677952000,366312606715084800,158372967670087680,0.256,536870912,2000,512,16,4,0.004,4.239411583635956
113718400,49165440,671088640,457890758401720320,197966209595473920,457890758393856000,197966209587609600,0.32,671088640,2000,640,16,5,0.004,4.070754824671894
113718400,49165440,805306368,549468910080491520,237559451512995840,549468910072627200,237559451505131520,0.384,805306368,2000,768,16,6,0.004,3.9568336997181177
113718400,49165440,939524096,641047061759262720,277152693430517760,641047061751398400,277152693422653440,0.448,939524096,2000,896,16,7,0.004,3.8781649228185415
113718400,49165440,1073741824,732625213438033920,316745935348039680,732625213430169600,316745935340175360,0.512,1073741824,2000,1024,16,8,0.004,3.81076974933967
113718400,49165440,1207959552,824203365116805120,356339177265561600,824203365108940800,356339177257697280,0.576,1207959552,2000,1152,16,9,0.004,3.758726075757295
113718400,49165440,1342177280,915781516795576320,395932419183083520,915781516787712000,395932419175219200,0.64,1342177280,2000,1280,16,10,0.004,3.713614410255104
113718400,49165440,1476395008,1007359668474347520,435525661100605440,1007359668466483200,435525661092741120,0.704,1476395008,2000,1408,16,11,0.004,3.6767982486635447
113718400,49165440,1610612736,1098937820153118720,475118903018127360,1098937820145254400,475118903010263040,0.768,1610612736,2000,1536,16,12,0.004,3.645999809261411
113718400,49165440,1744830464,1190515971831889920,514712144935649280,1190515971824025600,514712144927784960,0.832,1744830464,2000,1664,16,13,0.004,3.621896614320576
113718400,49165440,1879048192,1282094123510661120,554305386853171200,1282094123502796800,554305386845306880,0.896,1879048192,2000,1792,16,14,0.004,3.602528372779489
113718400,49165440,2013265920,1373672275189432320,593898628770693120,1373672275181568000,593898628762828800,0.96,2013265920,2000,1920,16,15,0.004,3.588842342142016
113718400,49165440,2097152000,1430908619988664320,618644404969144320,1430908619980800000,618644404961280000,1.0,2097152000,2000,2000,16,16,0.004,3.582521013449877
113718400,49165440,134217728,91578151686635520,39593241925386240,91578151678771200,39593241917521920,0.1024,134217728,1250,128,10,1,0.004,6.029986172914505
113718400,49165440,268435456,183156303365406720,79186483842908160,183156303357542400,79186483835043840,0.2048,268435456,1250,256,10,2,0.004,5.16382738109678
113718400,49165440,402653184,274734455044177920,118779725760430080,274734455036313600,118779725752565760,0.3072,402653184,1250,384,10,3,0.004,4.573970352299511
113718400,49165440,536870912,366312606722949120,158372967677952000,366312606715084800,158372967670087680,0.4096,536870912,1250,512,10,4,0.004,4.251157035585493
113718400,49165440,671088640,457890758401720320,197966209595473920,457890758393856000,197966209587609600,0.512,671088640,1250,640,10,5,0.004,4.07228253223002
113718400,49165440,805306368,549468910080491520,237559451512995840,549468910072627200,237559451505131520,0.6144,805306368,1250,768,10,6,0.004,3.952143970411271
113718400,49165440,939524096,641047061759262720,277152693430517760,641047061751398400,277152693422653440,0.7168,939524096,1250,896,10,7,0.004,3.870857091620565
113718400,49165440,1073741824,732625213438033920,316745935348039680,732625213430169600,316745935340175360,0.8192,1073741824,1250,1024,10,8,0.004,3.813947234302759
113718400,49165440,1207959552,824203365116805120,356339177265561600,824203365108940800,356339177257697280,0.9216,1207959552,1250,1152,10,9,0.004,3.77665062621236
113718400,49165440,1310720000,894317887495864320,386652753108664320,894317887488000000,386652753100800000,1.0,1310720000,1250,1250,10,10,0.004,3.7583997189067295
113718400,49165440,134217728,91578151686635520,39593241925386240,91578151678771200,39593241917521920,0.0512,134217728,2500,128,20,1,0.004,5.971455431543291
113718400,49165440,268435456,183156303365406720,79186483842908160,183156303357542400,79186483835043840,0.1024,268435456,2500,256,20,2,0.004,5.16282319650054
113718400,49165440,402653184,274734455044177920,118779725760430080,274734455036313600,118779725752565760,0.1536,402653184,2500,384,20,3,0.004,4.5625645741820335
113718400,49165440,536870912,366312606722949120,158372967677952000,366312606715084800,158372967670087680,0.2048,536870912,2500,512,20,4,0.004,4.24108273955062
113718400,49165440,671088640,457890758401720320,197966209595473920,457890758393856000,197966209587609600,0.256,671088640,2500,640,20,5,0.004,4.0781014817766845
113718400,49165440,805306368,549468910080491520,237559451512995840,549468910072627200,237559451505131520,0.3072,805306368,2500,768,20,6,0.004,3.9682960654608905
113718400,49165440,939524096,641047061759262720,277152693430517760,641047061751398400,277152693422653440,0.3584,939524096,2500,896,20,7,0.004,3.8943141675554216
113718400,49165440,1073741824,732625213438033920,316745935348039680,732625213430169600,316745935340175360,0.4096,1073741824,2500,1024,20,8,0.004,3.8206765833310783
113718400,49165440,1207959552,824203365116805120,356339177265561600,824203365108940800,356339177257697280,0.4608,1207959552,2500,1152,20,9,0.004,3.769044682849199
113718400,49165440,1342177280,915781516795576320,395932419183083520,915781516787712000,395932419175219200,0.512,1342177280,2500,1280,20,10,0.004,3.7285072202794254
113718400,49165440,1476395008,1007359668474347520,435525661100605440,1007359668466483200,435525661092741120,0.5632,1476395008,2500,1408,20,11,0.004,3.68992578657344
113718400,49165440,1610612736,1098937820153118720,475118903018127360,1098937820145254400,475118903010263040,0.6144,1610612736,2500,1536,20,12,0.004,3.6556165479123592
113718400,49165440,1744830464,1190515971831889920,514712144935649280,1190515971824025600,514712144927784960,0.6656,1744830464,2500,1664,20,13,0.004,3.627314385026693
113718400,49165440,1879048192,1282094123510661120,554305386853171200,1282094123502796800,554305386845306880,0.7168,1879048192,2500,1792,20,14,0.004,3.6013988531194627
113718400,49165440,2013265920,1373672275189432320,593898628770693120,1373672275181568000,593898628762828800,0.768,2013265920,2500,1920,20,15,0.004,3.5789107629098
113718400,49165440,2147483648,1465250426868203520,633491870688215040,1465250426860339200,633491870680350720,0.8192,2147483648,2500,2048,20,16,0.004,3.560399488080293
113718400,49165440,2281701376,1556828578546974720,673085112605736960,1556828578539110400,673085112597872640,0.8704,2281701376,2500,2176,20,17,0.004,3.5449633970856667
113718400,49165440,2415919104,1648406730225745920,712678354523258880,1648406730217881600,712678354515394560,0.9216,2415919104,2500,2304,20,18,0.004,3.532928571105004
113718400,49165440,2550136832,1739984881904517120,752271596440780800,1739984881896652800,752271596432916480,0.9728,2550136832,2500,2432,20,19,0.004,3.5239471727982163
113718400,49165440,2621440000,1788635774983864320,773305506209464320,1788635774976000000,773305506201600000,1.0,2621440000,2500,2500,20,20,0.004,3.520279879681766
113718400,49165440,134217728,91578151686635520,39593241925386240,91578151678771200,39593241917521920,0.0853333333333333,134217728,1500,128,12,1,0.002,5.8255628840997815
113718400,49165440,268435456,183156303365406720,79186483842908160,183156303357542400,79186483835043840,0.1706666666666666,268435456,1500,256,12,2,0.002,4.961973081342876
113718400,49165440,402653184,274734455044177920,118779725760430080,274734455036313600,118779725752565760,0.256,402653184,1500,384,12,3,0.002,4.421318787150085
113718400,49165440,536870912,366312606722949120,158372967677952000,366312606715084800,158372967670087680,0.3413333333333333,536870912,1500,512,12,4,0.002,4.179551461711526
113718400,49165440,671088640,457890758401720320,197966209595473920,457890758393856000,197966209587609600,0.4266666666666667,671088640,1500,640,12,5,0.002,4.03042358532548
113718400,49165440,805306368,549468910080491520,237559451512995840,549468910072627200,237559451505131520,0.512,805306368,1500,768,12,6,0.002,3.922883848194033
113718400,49165440,939524096,641047061759262720,277152693430517760,641047061751398400,277152693422653440,0.5973333333333334,939524096,1500,896,12,7,0.002,3.848696090746671
113718400,49165440,1073741824,732625213438033920,316745935348039680,732625213430169600,316745935340175360,0.6826666666666666,1073741824,1500,1024,12,8,0.002,3.7937096529640257
113718400,49165440,1207959552,824203365116805120,356339177265561600,824203365108940800,356339177257697280,0.768,1207959552,1500,1152,12,9,0.002,3.749291495420039
113718400,49165440,1342177280,915781516795576320,395932419183083520,915781516787712000,395932419175219200,0.8533333333333334,1342177280,1500,1280,12,10,0.002,3.717724861111492
113718400,49165440,1476395008,1007359668474347520,435525661100605440,1007359668466483200,435525661092741120,0.9386666666666666,1476395008,1500,1408,12,11,0.002,3.696203321684152
113718400,49165440,1572864000,1073181464993464320,463983303728824320,1073181464985600000,463983303720960000,1.0,1572864000,1500,1500,12,12,0.002,3.6857622251845896
113718400,49165440,134217728,91578151686635520,39593241925386240,91578151678771200,39593241917521920,0.064,134217728,2000,128,16,1,0.002,5.869040561839938
113718400,49165440,268435456,183156303365406720,79186483842908160,183156303357542400,79186483835043840,0.128,268435456,2000,256,16,2,0.002,4.958267029374838
113718400,49165440,402653184,274734455044177920,118779725760430080,274734455036313600,118779725752565760,0.192,402653184,2000,384,16,3,0.002,4.435682027600706
113718400,49165440,536870912,366312606722949120,158372967677952000,366312606715084800,158372967670087680,0.256,536870912,2000,512,16,4,0.002,4.189792974386364
113718400,49165440,671088640,457890758401720320,197966209595473920,457890758393856000,197966209587609600,0.32,671088640,2000,640,16,5,0.002,4.030236475169659
113718400,49165440,805306368,549468910080491520,237559451512995840,549468910072627200,237559451505131520,0.384,805306368,2000,768,16,6,0.002,3.929390052333474
113718400,49165440,939524096,641047061759262720,277152693430517760,641047061751398400,277152693422653440,0.448,939524096,2000,896,16,7,0.002,3.853061457630247
113718400,49165440,1073741824,732625213438033920,316745935348039680,732625213430169600,316745935340175360,0.512,1073741824,2000,1024,16,8,0.002,3.791923939716071
113718400,49165440,1207959552,824203365116805120,356339177265561600,824203365108940800,356339177257697280,0.576,1207959552,2000,1152,16,9,0.002,3.742415345739573
113718400,49165440,1342177280,915781516795576320,395932419183083520,915781516787712000,395932419175219200,0.64,1342177280,2000,1280,16,10,0.002,3.703804686665535
113718400,49165440,1476395008,1007359668474347520,435525661100605440,1007359668466483200,435525661092741120,0.704,1476395008,2000,1408,16,11,0.002,3.670201739296317
113718400,49165440,1610612736,1098937820153118720,475118903018127360,1098937820145254400,475118903010263040,0.768,1610612736,2000,1536,16,12,0.002,3.643125271424651
113718400,49165440,1744830464,1190515971831889920,514712144935649280,1190515971824025600,514712144927784960,0.832,1744830464,2000,1664,16,13,0.002,3.62162865139544
113718400,49165440,1879048192,1282094123510661120,554305386853171200,1282094123502796800,554305386845306880,0.896,1879048192,2000,1792,16,14,0.002,3.6051466767676175
113718400,49165440,2013265920,1373672275189432320,593898628770693120,1373672275181568000,593898628762828800,0.96,2013265920,2000,1920,16,15,0.002,3.593022644519806
113718400,49165440,2097152000,1430908619988664320,618644404969144320,1430908619980800000,618644404961280000,1.0,2097152000,2000,2000,16,16,0.002,3.587369579356164
113718400,49165440,134217728,91578151686635520,39593241925386240,91578151678771200,39593241917521920,0.0711111111111111,134217728,1800,128,15,1,0.001,5.895471191033721
113718400,49165440,268435456,183156303365406720,79186483842908160,183156303357542400,79186483835043840,0.1422222222222222,268435456,1800,256,15,2,0.001,5.108504162169993
113718400,49165440,402653184,274734455044177920,118779725760430080,274734455036313600,118779725752565760,0.2133333333333333,402653184,1800,384,15,3,0.001,4.56901644077152
113718400,49165440,536870912,366312606722949120,158372967677952000,366312606715084800,158372967670087680,0.2844444444444444,536870912,1800,512,15,4,0.001,4.321375858038664
113718400,49165440,671088640,457890758401720320,197966209595473920,457890758393856000,197966209587609600,0.3555555555555555,671088640,1800,640,15,5,0.001,4.160515178460628
113718400,49165440,805306368,549468910080491520,237559451512995840,549468910072627200,237559451505131520,0.4266666666666667,805306368,1800,768,15,6,0.001,4.056319327559322
113718400,49165440,939524096,641047061759262720,277152693430517760,641047061751398400,277152693422653440,0.4977777777777777,939524096,1800,896,15,7,0.001,3.983386231586337
113718400,49165440,1073741824,732625213438033920,316745935348039680,732625213430169600,316745935340175360,0.5688888888888889,1073741824,1800,1024,15,8,0.001,3.924580180086196
113718400,49165440,1207959552,824203365116805120,356339177265561600,824203365108940800,356339177257697280,0.64,1207959552,1800,1152,15,9,0.001,3.877016112674028
113718400,49165440,1342177280,915781516795576320,395932419183083520,915781516787712000,395932419175219200,0.7111111111111111,1342177280,1800,1280,15,10,0.001,3.839854433666914
113718400,49165440,1476395008,1007359668474347520,435525661100605440,1007359668466483200,435525661092741120,0.7822222222222223,1476395008,1800,1408,15,11,0.001,3.811340618878603
113718400,49165440,1610612736,1098937820153118720,475118903018127360,1098937820145254400,475118903010263040,0.8533333333333334,1610612736,1800,1536,15,12,0.001,3.789840410929173
113718400,49165440,1744830464,1190515971831889920,514712144935649280,1190515971824025600,514712144927784960,0.9244444444444444,1744830464,1800,1664,15,13,0.001,3.774110496044159
113718400,49165440,1879048192,1282094123510661120,554305386853171200,1282094123502796800,554305386845306880,0.9955555555555556,1879048192,1800,1792,15,14,0.001,3.763350050896406
113718400,49165440,1887436800,1287817757990584320,556779964473016320,1287817757982720000,556779964465152000,1.0,1887436800,1800,1800,15,15,0.001,3.762381812557578
113718400,49165440,134217728,91578151686635520,39593241925386240,91578151678771200,39593241917521920,0.128,134217728,1000,128,8,1,0.004,6.023533245548606
113718400,49165440,268435456,183156303365406720,79186483842908160,183156303357542400,79186483835043840,0.256,268435456,1000,256,8,2,0.004,5.167644715867937
113718400,49165440,402653184,274734455044177920,118779725760430080,274734455036313600,118779725752565760,0.384,402653184,1000,384,8,3,0.004,4.572075113654137
113718400,49165440,536870912,366312606722949120,158372967677952000,366312606715084800,158372967670087680,0.512,536870912,1000,512,8,4,0.004,4.230696345679462
113718400,49165440,671088640,457890758401720320,197966209595473920,457890758393856000,197966209587609600,0.64,671088640,1000,640,8,5,0.004,4.064016339369118
113718400,49165440,805306368,549468910080491520,237559451512995840,549468910072627200,237559451505131520,0.768,805306368,1000,768,8,6,0.004,3.959135290235281
113718400,49165440,939524096,641047061759262720,277152693430517760,641047061751398400,277152693422653440,0.896,939524096,1000,896,8,7,0.004,3.895680108573288
113718400,49165440,1048576000,715454309998264320,309322202488504320,715454309990400000,309322202480640000,1.0,1048576000,1000,1000,8,8,0.004,3.866129735950381
113718400,49165440,134217728,91578151686635520,39593241925386240,91578151678771200,39593241917521920,0.064,134217728,2000,128,16,1,0.001,5.894051256589592
113718400,49165440,268435456,183156303365406720,79186483842908160,183156303357542400,79186483835043840,0.128,268435456,2000,256,16,2,0.001,5.085537162609398
113718400,49165440,402653184,274734455044177920,118779725760430080,274734455036313600,118779725752565760,0.192,402653184,2000,384,16,3,0.001,4.568435342051089
113718400,49165440,536870912,366312606722949120,158372967677952000,366312606715084800,158372967670087680,0.256,536870912,2000,512,16,4,0.001,4.325398711487651
113718400,49165440,671088640,457890758401720320,197966209595473920,457890758393856000,197966209587609600,0.32,671088640,2000,640,16,5,0.001,4.160502786748111
113718400,49165440,805306368,549468910080491520,237559451512995840,549468910072627200,237559451505131520,0.384,805306368,2000,768,16,6,0.001,4.062100961338729
113718400,49165440,939524096,641047061759262720,277152693430517760,641047061751398400,277152693422653440,0.448,939524096,2000,896,16,7,0.001,3.980517215095461
113718400,49165440,1073741824,732625213438033920,316745935348039680,732625213430169600,316745935340175360,0.512,1073741824,2000,1024,16,8,0.001,3.919902845285833
113718400,49165440,1207959552,824203365116805120,356339177265561600,824203365108940800,356339177257697280,0.576,1207959552,2000,1152,16,9,0.001,3.87031903071329
113718400,49165440,1342177280,915781516795576320,395932419183083520,915781516787712000,395932419175219200,0.64,1342177280,2000,1280,16,10,0.001,3.830944187939167
113718400,49165440,1476395008,1007359668474347520,435525661100605440,1007359668466483200,435525661092741120,0.704,1476395008,2000,1408,16,11,0.001,3.79841304756701
113718400,49165440,1610612736,1098937820153118720,475118903018127360,1098937820145254400,475118903010263040,0.768,1610612736,2000,1536,16,12,0.001,3.77253691945225
113718400,49165440,1744830464,1190515971831889920,514712144935649280,1190515971824025600,514712144927784960,0.832,1744830464,2000,1664,16,13,0.001,3.7524866862222552
113718400,49165440,1879048192,1282094123510661120,554305386853171200,1282094123502796800,554305386845306880,0.896,1879048192,2000,1792,16,14,0.001,3.7369294557720414
113718400,49165440,2013265920,1373672275189432320,593898628770693120,1373672275181568000,593898628762828800,0.96,2013265920,2000,1920,16,15,0.001,3.725318718701601
113718400,49165440,2097152000,1430908619988664320,618644404969144320,1430908619980800000,618644404961280000,1.0,2097152000,2000,2000,16,16,0.001,3.719908326398581
113718400,49165440,134217728,91578151686635520,39593241925386240,91578151678771200,39593241917521920,0.256,134217728,500,128,4,1,0.002,5.834008505567908
113718400,49165440,268435456,183156303365406720,79186483842908160,183156303357542400,79186483835043840,0.512,268435456,500,256,4,2,0.002,4.97729118168354
113718400,49165440,402653184,274734455044177920,118779725760430080,274734455036313600,118779725752565760,0.768,402653184,500,384,4,3,0.002,4.50202967133373
113718400,49165440,524288000,357727155003064320,154661101248184320,357727154995200000,154661101240320000,1.0,524288000,500,500,4,4,0.002,4.3577577555552125
113718400,49165440,134217728,91578151686635520,39593241925386240,91578151678771200,39593241917521920,0.0853333333333333,134217728,1500,128,12,1,0.001,5.896189365535975
113718400,49165440,268435456,183156303365406720,79186483842908160,183156303357542400,79186483835043840,0.1706666666666666,268435456,1500,256,12,2,0.001,5.085253356024623
113718400,49165440,402653184,274734455044177920,118779725760430080,274734455036313600,118779725752565760,0.256,402653184,1500,384,12,3,0.001,4.5770518239587545
113718400,49165440,536870912,366312606722949120,158372967677952000,366312606715084800,158372967670087680,0.3413333333333333,536870912,1500,512,12,4,0.001,4.313404873013496
113718400,49165440,671088640,457890758401720320,197966209595473920,457890758393856000,197966209587609600,0.4266666666666667,671088640,1500,640,12,5,0.001,4.163460113108158
113718400,49165440,805306368,549468910080491520,237559451512995840,549468910072627200,237559451505131520,0.512,805306368,1500,768,12,6,0.001,4.064962506759912
113718400,49165440,939524096,641047061759262720,277152693430517760,641047061751398400,277152693422653440,0.5973333333333334,939524096,1500,896,12,7,0.001,3.9912667074240735
113718400,49165440,1073741824,732625213438033920,316745935348039680,732625213430169600,316745935340175360,0.6826666666666666,1073741824,1500,1024,12,8,0.001,3.937877850141376
113718400,49165440,1207959552,824203365116805120,356339177265561600,824203365108940800,356339177257697280,0.768,1207959552,1500,1152,12,9,0.001,3.898013333790004
113718400,49165440,1342177280,915781516795576320,395932419183083520,915781516787712000,395932419175219200,0.8533333333333334,1342177280,1500,1280,12,10,0.001,3.869665470905602
113718400,49165440,1476395008,1007359668474347520,435525661100605440,1007359668466483200,435525661092741120,0.9386666666666666,1476395008,1500,1408,12,11,0.001,3.849843260832131
113718400,49165440,1572864000,1073181464993464320,463983303728824320,1073181464985600000,463983303720960000,1.0,1572864000,1500,1500,12,12,0.001,3.840008574537933
113718400,49165440,134217728,91578151686635520,39593241925386240,91578151678771200,39593241917521920,0.256,134217728,500,128,4,1,0.001,5.912959846667945
113718400,49165440,268435456,183156303365406720,79186483842908160,183156303357542400,79186483835043840,0.512,268435456,500,256,4,2,0.001,5.086855381727219
113718400,49165440,402653184,274734455044177920,118779725760430080,274734455036313600,118779725752565760,0.768,402653184,500,384,4,3,0.001,4.704779370687902
113718400,49165440,524288000,357727155003064320,154661101248184320,357727154995200000,154661101240320000,1.0,524288000,500,500,4,4,0.001,4.565031715668738
113718400,49165440,134217728,91578151686635520,39593241925386240,91578151678771200,39593241917521920,0.032,134217728,4000,128,32,1,0.002,5.863880085293204
113718400,49165440,268435456,183156303365406720,79186483842908160,183156303357542400,79186483835043840,0.064,268435456,4000,256,32,2,0.002,5.005128228105605
113718400,49165440,402653184,274734455044177920,118779725760430080,274734455036313600,118779725752565760,0.096,402653184,4000,384,32,3,0.002,4.433651462895796
113718400,49165440,536870912,366312606722949120,158372967677952000,366312606715084800,158372967670087680,0.128,536870912,4000,512,32,4,0.002,4.16568206390366
113718400,49165440,671088640,457890758401720320,197966209595473920,457890758393856000,197966209587609600,0.16,671088640,4000,640,32,5,0.002,4.029144091531634
