N,N_no_emb,D,C,C_no_emb,C_6ND,C_6ND_no_emb,portion_steps_elapsed,train_tokens,total_steps,current_steps,total_epochs,current_epoch,peak_lr,loss
142394560,71386304,2952790016,2522767410612928512,1264732594390695936,2522767410604277760,1264732594382045184,0.5632,2952790016,5000,2816,40,22,0.001,3.4688471825793386
142394560,71386304,3087007744,2637438656549486592,1322220439589879808,2637438656540835840,1322220439581229056,0.5888,3087007744,5000,2944,40,23,0.001,3.4577265614643693
142394560,71386304,3221225472,2752109902486044672,1379708284789063680,2752109902477393920,1379708284780412928,0.6144,3221225472,5000,3072,40,24,0.001,3.446707846596837
142394560,71386304,3355443200,2866781148422602752,1437196129988247552,2866781148413952000,1437196129979596800,0.64,3355443200,5000,3200,40,25,0.001,3.435021413490176
142394560,71386304,3489660928,2981452394359160832,1494683975187431424,2981452394350510080,1494683975178780672,0.6656,3489660928,5000,3328,40,26,0.001,3.42571933940053
142394560,71386304,3623878656,3096123640295718912,1552171820386615296,3096123640287068160,1552171820377964544,0.6912,3623878656,5000,3456,40,27,0.001,3.4162585926242173
142394560,71386304,3758096384,3210794886232276992,1609659665585799168,3210794886223626240,1609659665577148416,0.7168,3758096384,5000,3584,40,28,0.001,3.407554421108216
142394560,71386304,3892314112,3325466132168835072,1667147510784983040,3325466132160184320,1667147510776332288,0.7424,3892314112,5000,3712,40,29,0.001,3.3991491347551346
142394560,71386304,4026531840,3440137378105393152,1724635355984166912,3440137378096742400,1724635355975516160,0.768,4026531840,5000,3840,40,30,0.001,3.3915716973133385
142394560,71386304,4160749568,3554808624041951232,1782123201183350784,3554808624033300480,1782123201174700032,0.7936,4160749568,5000,3968,40,31,0.001,3.38486206298694
142394560,71386304,4294967296,3669479869978509312,1839611046382534656,3669479869969858560,1839611046373883904,0.8192,4294967296,5000,4096,40,32,0.001,3.3784323185682297
142394560,71386304,4429185024,3784151115915067392,1897098891581718528,3784151115906416640,1897098891573067776,0.8448,4429185024,5000,4224,40,33,0.001,3.3729664208367467
142394560,71386304,4563402752,3898822361851625472,1954586736780902400,3898822361842974720,1954586736772251648,0.8704,4563402752,5000,4352,40,34,0.001,3.3680090797133744
142394560,71386304,4697620480,4013493607788183552,2012074581980086272,4013493607779532800,2012074581971435520,0.896,4697620480,5000,4480,40,35,0.001,3.363433598540724
142394560,71386304,4831838208,4128164853724741632,2069562427179270144,4128164853716090880,2069562427170619392,0.9216,4831838208,5000,4608,40,36,0.001,3.359649558551609
142394560,71386304,4966055936,4242836099661299712,2127050272378454016,4242836099652648960,2127050272369803264,0.9472,4966055936,5000,4736,40,37,0.001,3.3563112686388195
142394560,71386304,5100273664,4357507345597857792,2184538117577637888,4357507345589207040,2184538117568987136,0.9728,5100273664,5000,4864,40,38,0.001,3.353603219613433
142394560,71386304,5234491392,4472178591534415872,2242025962776821760,4472178591525765120,2242025962768171008,0.9984,5234491392,5000,4992,40,39,0.001,3.3512508464045823
142394560,71386304,5242880000,4479345544405450752,2245618953101770752,4479345544396800000,2245618953093120000,1.0,5242880000,5000,5000,40,40,0.001,3.351298660505563
418819968,302624640,268435456,674556774566068224,487411099425570816,674556774551912448,487411099411415040,0.064,268435456,4000,256,16,1,0.001,4.948149752803147
418819968,302624640,536870912,1349113549117980672,974822198836985856,1349113549103824896,974822198822830080,0.128,536870912,4000,512,16,2,0.001,3.995766008272767
418819968,302624640,805306368,2023670323669893120,1462233298248400896,2023670323655737344,1462233298234245120,0.192,805306368,4000,768,16,3,0.001,3.719672205857933
418819968,302624640,1073741824,2698227098221805568,1949644397659815936,2698227098207649792,1949644397645660160,0.256,1073741824,4000,1024,16,4,0.001,3.576180666917935
418819968,302624640,1342177280,3372783872773718016,2437055497071230976,3372783872759562240,2437055497057075200,0.32,1342177280,4000,1280,16,5,0.001,3.47891238052398
418819968,302624640,1610612736,4047340647325630464,2924466596482646016,4047340647311474688,2924466596468490240,0.384,1610612736,4000,1536,16,6,0.001,3.4102177028544247
418819968,302624640,1879048192,4721897421877542912,3411877695894061056,4721897421863387136,3411877695879905280,0.448,1879048192,4000,1792,16,7,0.001,3.351673496654257
418819968,302624640,2147483648,5396454196429455360,3899288795305476096,5396454196415299584,3899288795291320320,0.512,2147483648,4000,2048,16,8,0.001,3.3056236053816974
418819968,302624640,2415919104,6071010970981367808,4386699894716891136,6071010970967212032,4386699894702735360,0.576,2415919104,4000,2304,16,9,0.001,3.2657037030439824
418819968,302624640,2684354560,6745567745533280256,4874110994128306176,6745567745519124480,4874110994114150400,0.64,2684354560,4000,2560,16,10,0.001,3.231580781750381
418819968,302624640,2952790016,7420124520085192704,5361522093539721216,7420124520071036928,5361522093525565440,0.704,2952790016,4000,2816,16,11,0.001,3.202291933819652
418819968,302624640,3221225472,8094681294637105152,5848933192951136256,8094681294622949376,5848933192936980480,0.768,3221225472,4000,3072,16,12,0.001,3.178254113532603
418819968,302624640,3489660928,8769238069189017600,6336344292362551296,8769238069174861824,6336344292348395520,0.832,3489660928,4000,3328,16,13,0.001,3.158866598969325
418819968,302624640,3758096384,9443794843740930048,6823755391773966336,9443794843726774272,6823755391759810560,0.896,3758096384,4000,3584,16,14,0.001,3.143926209770143
418819968,302624640,4026531840,10118351618292842496,7311166491185381376,10118351618278686720,7311166491171225600,0.96,4026531840,4000,3840,16,15,0.001,3.1335205163341016
418819968,302624640,4194304000,10539949602387787776,7615798428317515776,10539949602373632000,7615798428303360000,1.0,4194304000,4000,4000,16,16,0.001,3.128357550362125
418819968,302624640,134217728,337278387290112000,243705549719863296,337278387275956224,243705549705707520,0.016,134217728,8000,128,63,1,0.001,5.930125980172306
418819968,302624640,268435456,674556774566068224,487411099425570816,674556774551912448,487411099411415040,0.032,268435456,8000,256,63,2,0.001,4.959806016180664
418819968,302624640,402653184,1011835161842024448,731116649131278336,1011835161827868672,731116649117122560,0.048,402653184,8000,384,63,3,0.001,4.342668481054716
418819968,302624640,536870912,1349113549117980672,974822198836985856,1349113549103824896,974822198822830080,0.064,536870912,8000,512,63,4,0.001,4.028245290741324
418819968,302624640,671088640,1686391936393936896,1218527748542693376,1686391936379781120,1218527748528537600,0.08,671088640,8000,640,63,5,0.001,3.8513091201894
418819968,302624640,805306368,2023670323669893120,1462233298248400896,2023670323655737344,1462233298234245120,0.096,805306368,8000,768,63,6,0.001,3.742809568997473
418819968,302624640,939524096,2360948710945849344,1705938847954108416,2360948710931693568,1705938847939952640,0.112,939524096,8000,896,63,7,0.001,3.6591864834772414
418819968,302624640,1073741824,2698227098221805568,1949644397659815936,2698227098207649792,1949644397645660160,0.128,1073741824,8000,1024,63,8,0.001,3.597850718419068
418819968,302624640,1207959552,3035505485497761792,2193349947365523456,3035505485483606016,2193349947351367680,0.144,1207959552,8000,1152,63,9,0.001,3.5459672120632604
418819968,302624640,1342177280,3372783872773718016,2437055497071230976,3372783872759562240,2437055497057075200,0.16,1342177280,8000,1280,63,10,0.001,3.5020246953936294
418819968,302624640,1476395008,3710062260049674240,2680761046776938496,3710062260035518464,2680761046762782720,0.176,1476395008,8000,1408,63,11,0.001,3.46403023856692
418819968,302624640,1610612736,4047340647325630464,2924466596482646016,4047340647311474688,2924466596468490240,0.192,1610612736,8000,1536,63,12,0.001,3.4321083867689595
418819968,302624640,1744830464,4384619034601586688,3168172146188353536,4384619034587430912,3168172146174197760,0.208,1744830464,8000,1664,63,13,0.001,3.404053686186672
418819968,302624640,1879048192,4721897421877542912,3411877695894061056,4721897421863387136,3411877695879905280,0.224,1879048192,8000,1792,63,14,0.001,3.377935063908808
418819968,302624640,2013265920,5059175809153499136,3655583245599768576,5059175809139343360,3655583245585612800,0.24,2013265920,8000,1920,63,15,0.001,3.3562583054881543
418819968,302624640,2147483648,5396454196429455360,3899288795305476096,5396454196415299584,3899288795291320320,0.256,2147483648,8000,2048,63,16,0.001,3.3344570248154923
418819968,302624640,2281701376,5733732583705411584,4142994345011183616,5733732583691255808,4142994344997027840,0.272,2281701376,8000,2176,63,17,0.001,3.3191073714988306
418819968,302624640,2415919104,6071010970981367808,4386699894716891136,6071010970967212032,4386699894702735360,0.288,2415919104,8000,2304,63,18,0.001,3.3009463554481044
418819968,302624640,2550136832,6408289358257324032,4630405444422598656,6408289358243168256,4630405444408442880,0.304,2550136832,8000,2432,63,19,0.001,3.284880288410932
418819968,302624640,2684354560,6745567745533280256,4874110994128306176,6745567745519124480,4874110994114150400,0.32,2684354560,8000,2560,63,20,0.001,3.268893781467341
418819968,302624640,2818572288,7082846132809236480,5117816543834013696,7082846132795080704,5117816543819857920,0.336,2818572288,8000,2688,63,21,0.001,3.2539707589894533
418819968,302624640,2952790016,7420124520085192704,5361522093539721216,7420124520071036928,5361522093525565440,0.352,2952790016,8000,2816,63,22,0.001,3.2420235555619
418819968,302624640,3087007744,7757402907361148928,5605227643245428736,7757402907346993152,5605227643231272960,0.368,3087007744,8000,2944,63,23,0.001,3.229232182027772
418819968,302624640,3221225472,8094681294637105152,5848933192951136256,8094681294622949376,5848933192936980480,0.384,3221225472,8000,3072,63,24,0.001,3.217512216884643
418819968,302624640,3355443200,8431959681913061376,6092638742656843776,8431959681898905600,6092638742642688000,0.4,3355443200,8000,3200,63,25,0.001,3.206203624140471
418819968,302624640,3489660928,8769238069189017600,6336344292362551296,8769238069174861824,6336344292348395520,0.416,3489660928,8000,3328,63,26,0.001,3.19509033288341
418819968,302624640,3623878656,9106516456464973824,6580049842068258816,9106516456450818048,6580049842054103040,0.432,3623878656,8000,3456,63,27,0.001,3.1853620228357613
418819968,302624640,3758096384,9443794843740930048,6823755391773966336,9443794843726774272,6823755391759810560,0.448,3758096384,8000,3584,63,28,0.001,3.174813446472399
418819968,302624640,3892314112,9781073231016886272,7067460941479673856,9781073231002730496,7067460941465518080,0.464,3892314112,8000,3712,63,29,0.001,3.1654125618515536
418819968,302624640,4026531840,10118351618292842496,7311166491185381376,10118351618278686720,7311166491171225600,0.48,4026531840,8000,3840,63,30,0.001,3.155737518216484
418819968,302624640,4160749568,10455630005568798720,7554872040891088896,10455630005554642944,7554872040876933120,0.496,4160749568,8000,3968,63,31,0.001,3.1480305133154616
418819968,302624640,4294967296,10792908392844754944,7798577590596796416,10792908392830599168,7798577590582640640,0.512,4294967296,8000,4096,63,32,0.001,3.139618262532167
418819968,302624640,4429185024,11130186780120711168,8042283140302503936,11130186780106555392,8042283140288348160,0.528,4429185024,8000,4224,63,33,0.001,3.1308305736165494
418819968,302624640,4563402752,11467465167396667392,8285988690008211456,11467465167382511616,8285988689994055680,0.544,4563402752,8000,4352,63,34,0.001,3.123223244328983
418819968,302624640,4697620480,11804743554672623616,8529694239713918976,11804743554658467840,8529694239699763200,0.56,4697620480,8000,4480,63,35,0.001,3.115558545687236
418819968,302624640,4831838208,12142021941948579840,8773399789419626496,12142021941934424064,8773399789405470720,0.576,4831838208,8000,4608,63,36,0.001,3.108697866089642
418819968,302624640,4966055936,12479300329224536064,9017105339125334016,12479300329210380288,9017105339111178240,0.592,4966055936,8000,4736,63,37,0.001,3.1013807172421366
418819968,302624640,5100273664,12816578716500492288,9260810888831041536,12816578716486336512,9260810888816885760,0.608,5100273664,8000,4864,63,38,0.001,3.094273707247339
418819968,302624640,5234491392,13153857103776448512,9504516438536749056,13153857103762292736,9504516438522593280,0.624,5234491392,8000,4992,63,39,0.001,3.0880413710838184
418819968,302624640,5368709120,13491135491052404736,9748221988242456576,13491135491038248960,9748221988228300800,0.64,5368709120,8000,5120,63,40,0.001,3.0809321518754587
418819968,302624640,5502926848,13828413878328360960,9991927537948164096,13828413878314205184,9991927537934008320,0.656,5502926848,8000,5248,63,41,0.001,3.074685331084765
418819968,302624640,5637144576,14165692265604317184,10235633087653871616,14165692265590161408,10235633087639715840,0.672,5637144576,8000,5376,63,42,0.001,3.068745141965337
418819968,302624640,5771362304,14502970652880273408,10479338637359579136,14502970652866117632,10479338637345423360,0.688,5771362304,8000,5504,63,43,0.001,3.062775313504972
418819968,302624640,5905580032,14840249040156229632,10723044187065286656,14840249040142073856,10723044187051130880,0.704,5905580032,8000,5632,63,44,0.001,3.05733420047909
418819968,302624640,6039797760,15177527427432185856,10966749736770994176,15177527427418030080,10966749736756838400,0.72,6039797760,8000,5760,63,45,0.001,3.0517304356908426
418819968,302624640,6174015488,15514805814708142080,11210455286476701696,15514805814693986304,11210455286462545920,0.736,6174015488,8000,5888,63,46,0.001,3.04677226068452
418819968,302624640,6308233216,15852084201984098304,11454160836182409216,15852084201969942528,11454160836168253440,0.752,6308233216,8000,6016,63,47,0.001,3.04189635522198
418819968,302624640,6442450944,16189362589260054528,11697866385888116736,16189362589245898752,11697866385873960960,0.768,6442450944,8000,6144,63,48,0.001,3.037241155630909
418819968,302624640,6576668672,16526640976536010752,11941571935593824256,16526640976521854976,11941571935579668480,0.784,6576668672,8000,6272,63,49,0.001,3.033091563149356
418819968,302624640,6710886400,16863919363811966976,12185277485299531776,16863919363797811200,12185277485285376000,0.8,6710886400,8000,6400,63,50,0.001,3.0282170105492696
418819968,302624640,6845104128,17201197751087923200,12428983035005239296,17201197751073767424,12428983034991083520,0.816,6845104128,8000,6528,63,51,0.001,3.024254040210508
418819968,302624640,6979321856,17538476138363879424,12672688584710946816,17538476138349723648,12672688584696791040,0.832,6979321856,8000,6656,63,52,0.001,3.0204012809554115
418819968,302624640,7113539584,17875754525639835648,12916394134416654336,17875754525625679872,12916394134402498560,0.848,7113539584,8000,6784,63,53,0.001,3.016966808820144
418819968,302624640,7247757312,18213032912915791872,13160099684122361856,18213032912901636096,13160099684108206080,0.864,7247757312,8000,6912,63,54,0.001,3.0136139610549435
418819968,302624640,7381975040,18550311300191748096,13403805233828069376,18550311300177592320,13403805233813913600,0.88,7381975040,8000,7040,63,55,0.001,3.010738357785158
418819968,302624640,7516192768,18887589687467704320,13647510783533776896,18887589687453548544,13647510783519621120,0.896,7516192768,8000,7168,63,56,0.001,3.007677647168748
418819968,302624640,7650410496,19224868074743660544,13891216333239484416,19224868074729504768,13891216333225328640,0.912,7650410496,8000,7296,63,57,0.001,3.005164102301933
418819968,302624640,7784628224,19562146462019616768,14134921882945191936,19562146462005460992,14134921882931036160,0.928,7784628224,8000,7424,63,58,0.001,3.002715843962505
418819968,302624640,7918845952,19899424849295572992,14378627432650899456,19899424849281417216,14378627432636743680,0.944,7918845952,8000,7552,63,59,0.001,3.000614924239926
418819968,302624640,8053063680,20236703236571529216,14622332982356606976,20236703236557373440,14622332982342451200,0.96,8053063680,8000,7680,63,60,0.001,2.9987577692372724
418819968,302624640,8187281408,20573981623847485440,14866038532062314496,20573981623833329664,14866038532048158720,0.976,8187281408,8000,7808,63,61,0.001,2.9969052710803226
418819968,302624640,8321499136,20911260011123441664,15109744081768022016,20911260011109285888,15109744081753866240,0.992,8321499136,8000,7936,63,62,0.001,2.9953811545856297
418819968,302624640,8388608000,21079899204761419776,15231596856620875776,21079899204747264000,15231596856606720000,1.0,8388608000,8000,8000,63,63,0.001,2.9947290411219
418819968,302624640,134217728,337278387290112000,243705549719863296,337278387275956224,243705549705707520,0.016,134217728,8000,128,63,1,0.0004,5.883867427939549
418819968,302624640,268435456,674556774566068224,487411099425570816,674556774551912448,487411099411415040,0.032,268435456,8000,256,63,2,0.0004,4.986018480500206
418819968,302624640,402653184,1011835161842024448,731116649131278336,1011835161827868672,731116649117122560,0.048,402653184,8000,384,63,3,0.0004,4.507619371754117
418819968,302624640,536870912,1349113549117980672,974822198836985856,1349113549103824896,974822198822830080,0.064,536870912,8000,512,63,4,0.0004,4.18453820142895
418819968,302624640,671088640,1686391936393936896,1218527748542693376,1686391936379781120,1218527748528537600,0.08,671088640,8000,640,63,5,0.0004,3.997060190304184
418819968,302624640,805306368,2023670323669893120,1462233298248400896,2023670323655737344,1462233298234245120,0.096,805306368,8000,768,63,6,0.0004,3.874053331441246
418819968,302624640,939524096,2360948710945849344,1705938847954108416,2360948710931693568,1705938847939952640,0.112,939524096,8000,896,63,7,0.0004,3.78401943249628
418819968,302624640,1073741824,2698227098221805568,1949644397659815936,2698227098207649792,1949644397645660160,0.128,1073741824,8000,1024,63,8,0.0004,3.722316744737327
418819968,302624640,1207959552,3035505485497761792,2193349947365523456,3035505485483606016,2193349947351367680,0.144,1207959552,8000,1152,63,9,0.0004,3.664493697462603
418819968,302624640,1342177280,3372783872773718016,2437055497071230976,3372783872759562240,2437055497057075200,0.16,1342177280,8000,1280,63,10,0.0004,3.619334695744328
418819968,302624640,1476395008,3710062260049674240,2680761046776938496,3710062260035518464,2680761046762782720,0.176,1476395008,8000,1408,63,11,0.0004,3.5802883041324094
418819968,302624640,1610612736,4047340647325630464,2924466596482646016,4047340647311474688,2924466596468490240,0.192,1610612736,8000,1536,63,12,0.0004,3.5423348280601203
418819968,302624640,1744830464,4384619034601586688,3168172146188353536,4384619034587430912,3168172146174197760,0.208,1744830464,8000,1664,63,13,0.0004,3.5164246934000403
418819968,302624640,1879048192,4721897421877542912,3411877695894061056,4721897421863387136,3411877695879905280,0.224,1879048192,8000,1792,63,14,0.0004,3.486120837042108
418819968,302624640,2013265920,5059175809153499136,3655583245599768576,5059175809139343360,3655583245585612800,0.24,2013265920,8000,1920,63,15,0.0004,3.4628744514193386
418819968,302624640,2147483648,5396454196429455360,3899288795305476096,5396454196415299584,3899288795291320320,0.256,2147483648,8000,2048,63,16,0.0004,3.4392297323793173
418819968,302624640,2281701376,5733732583705411584,4142994345011183616,5733732583691255808,4142994344997027840,0.272,2281701376,8000,2176,63,17,0.0004,3.4189591159811243
418819968,302624640,2415919104,6071010970981367808,4386699894716891136,6071010970967212032,4386699894702735360,0.288,2415919104,8000,2304,63,18,0.0004,3.402665132889524
418819968,302624640,2550136832,6408289358257324032,4630405444422598656,6408289358243168256,4630405444408442880,0.304,2550136832,8000,2432,63,19,0.0004,3.38324522273615
418819968,302624640,2684354560,6745567745533280256,4874110994128306176,6745567745519124480,4874110994114150400,0.32,2684354560,8000,2560,63,20,0.0004,3.366341468412429
418819968,302624640,2818572288,7082846132809236480,5117816543834013696,7082846132795080704,5117816543819857920,0.336,2818572288,8000,2688,63,21,0.0004,3.350966705009341
418819968,302624640,2952790016,7420124520085192704,5361522093539721216,7420124520071036928,5361522093525565440,0.352,2952790016,8000,2816,63,22,0.0004,3.3364912633551285
418819968,302624640,3087007744,7757402907361148928,5605227643245428736,7757402907346993152,5605227643231272960,0.368,3087007744,8000,2944,63,23,0.0004,3.3221095943590626
418819968,302624640,3221225472,8094681294637105152,5848933192951136256,8094681294622949376,5848933192936980480,0.384,3221225472,8000,3072,63,24,0.0004,3.3092028371756896
418819968,302624640,3355443200,8431959681913061376,6092638742656843776,8431959681898905600,6092638742642688000,0.4,3355443200,8000,3200,63,25,0.0004,3.2981486381031573
418819968,302624640,3489660928,8769238069189017600,6336344292362551296,8769238069174861824,6336344292348395520,0.416,3489660928,8000,3328,63,26,0.0004,3.2863890444859862
418819968,302624640,3623878656,9106516456464973824,6580049842068258816,9106516456450818048,6580049842054103040,0.432,3623878656,8000,3456,63,27,0.0004,3.275428128312342
418819968,302624640,3758096384,9443794843740930048,6823755391773966336,9443794843726774272,6823755391759810560,0.448,3758096384,8000,3584,63,28,0.0004,3.2644052295945585
418819968,302624640,3892314112,9781073231016886272,7067460941479673856,9781073231002730496,7067460941465518080,0.464,3892314112,8000,3712,63,29,0.0004,3.254068474750966
418819968,302624640,4026531840,10118351618292842496,7311166491185381376,10118351618278686720,7311166491171225600,0.48,4026531840,8000,3840,63,30,0.0004,3.244482251466252
418819968,302624640,4160749568,10455630005568798720,7554872040891088896,10455630005554642944,7554872040876933120,0.496,4160749568,8000,3968,63,31,0.0004,3.2356774589279667
418819968,302624640,4294967296,10792908392844754944,7798577590596796416,10792908392830599168,7798577590582640640,0.512,4294967296,8000,4096,63,32,0.0004,3.226777055184357
418819968,302624640,4429185024,11130186780120711168,8042283140302503936,11130186780106555392,8042283140288348160,0.528,4429185024,8000,4224,63,33,0.0004,3.2185612886678427
418819968,302624640,4563402752,11467465167396667392,8285988690008211456,11467465167382511616,8285988689994055680,0.544,4563402752,8000,4352,63,34,0.0004,3.210406349156983
418819968,302624640,4697620480,11804743554672623616,8529694239713918976,11804743554658467840,8529694239699763200,0.56,4697620480,8000,4480,63,35,0.0004,3.2026076389011
418819968,302624640,4831838208,12142021941948579840,8773399789419626496,12142021941934424064,8773399789405470720,0.576,4831838208,8000,4608,63,36,0.0004,3.1950711003737524
418819968,302624640,4966055936,12479300329224536064,9017105339125334016,12479300329210380288,9017105339111178240,0.592,4966055936,8000,4736,63,37,0.0004,3.188434194773436
418819968,302624640,5100273664,12816578716500492288,9260810888831041536,12816578716486336512,9260810888816885760,0.608,5100273664,8000,4864,63,38,0.0004,3.1809574116487056
418819968,302624640,5234491392,13153857103776448512,9504516438536749056,13153857103762292736,9504516438522593280,0.624,5234491392,8000,4992,63,39,0.0004,3.1747137121856213
418819968,302624640,5368709120,13491135491052404736,9748221988242456576,13491135491038248960,9748221988228300800,0.64,5368709120,8000,5120,63,40,0.0004,3.168257552315481
418819968,302624640,5502926848,13828413878328360960,9991927537948164096,13828413878314205184,9991927537934008320,0.656,5502926848,8000,5248,63,41,0.0004,3.161905440269038
418819968,302624640,5637144576,14165692265604317184,10235633087653871616,14165692265590161408,10235633087639715840,0.672,5637144576,8000,5376,63,42,0.0004,3.156166472006589
418819968,302624640,5771362304,14502970652880273408,10479338637359579136,14502970652866117632,10479338637345423360,0.688,5771362304,8000,5504,63,43,0.0004,3.1505559405777603
418819968,302624640,5905580032,14840249040156229632,10723044187065286656,14840249040142073856,10723044187051130880,0.704,5905580032,8000,5632,63,44,0.0004,3.145493185147643
418819968,302624640,6039797760,15177527427432185856,10966749736770994176,15177527427418030080,10966749736756838400,0.72,6039797760,8000,5760,63,45,0.0004,3.139894375111908
418819968,302624640,6174015488,15514805814708142080,11210455286476701696,15514805814693986304,11210455286462545920,0.736,6174015488,8000,5888,63,46,0.0004,3.135638757492416
418819968,302624640,6308233216,15852084201984098304,11454160836182409216,15852084201969942528,11454160836168253440,0.752,6308233216,8000,6016,63,47,0.0004,3.1308279258664697
418819968,302624640,6442450944,16189362589260054528,11697866385888116736,16189362589245898752,11697866385873960960,0.768,6442450944,8000,6144,63,48,0.0004,3.126707812072709
418819968,302624640,6576668672,16526640976536010752,11941571935593824256,16526640976521854976,11941571935579668480,0.784,6576668672,8000,6272,63,49,0.0004,3.1229555949103087
418819968,302624640,6710886400,16863919363811966976,12185277485299531776,16863919363797811200,12185277485285376000,0.8,6710886400,8000,6400,63,50,0.0004,3.118809890700504
418819968,302624640,6845104128,17201197751087923200,12428983035005239296,17201197751073767424,12428983034991083520,0.816,6845104128,8000,6528,63,51,0.0004,3.114861033973284
418819968,302624640,6979321856,17538476138363879424,12672688584710946816,17538476138349723648,12672688584696791040,0.832,6979321856,8000,6656,63,52,0.0004,3.1116788760991767
418819968,302624640,7113539584,17875754525639835648,12916394134416654336,17875754525625679872,12916394134402498560,0.848,7113539584,8000,6784,63,53,0.0004,3.1085405718768016
418819968,302624640,7247757312,18213032912915791872,13160099684122361856,18213032912901636096,13160099684108206080,0.864,7247757312,8000,6912,63,54,0.0004,3.105664471513592
418819968,302624640,7381975040,18550311300191748096,13403805233828069376,18550311300177592320,13403805233813913600,0.88,7381975040,8000,7040,63,55,0.0004,3.102879215613939
418819968,302624640,7516192768,18887589687467704320,13647510783533776896,18887589687453548544,13647510783519621120,0.896,7516192768,8000,7168,63,56,0.0004,3.100187591277063
418819968,302624640,7650410496,19224868074743660544,13891216333239484416,19224868074729504768,13891216333225328640,0.912,7650410496,8000,7296,63,57,0.0004,3.0980326114222407
418819968,302624640,7784628224,19562146462019616768,14134921882945191936,19562146462005460992,14134921882931036160,0.928,7784628224,8000,7424,63,58,0.0004,3.0957597439410165
418819968,302624640,7918845952,19899424849295572992,14378627432650899456,19899424849281417216,14378627432636743680,0.944,7918845952,8000,7552,63,59,0.0004,3.0938808294013143
418819968,302624640,8053063680,20236703236571529216,14622332982356606976,20236703236557373440,14622332982342451200,0.96,8053063680,8000,7680,63,60,0.0004,3.0921646824572235
418819968,302624640,8187281408,20573981623847485440,14866038532062314496,20573981623833329664,14866038532048158720,0.976,8187281408,8000,7808,63,61,0.0004,3.090526966028847
418819968,302624640,8321499136,20911260011123441664,15109744081768022016,20911260011109285888,15109744081753866240,0.992,8321499136,8000,7936,63,62,0.0004,3.089188798214309
418819968,302624640,8388608000,21079899204761419776,15231596856620875776,21079899204747264000,15231596856606720000,1.0,8388608000,8000,8000,63,63,0.0004,3.088470061076805
418819968,302624640,268435456,674556774566068224,487411099425570816,674556774551912448,487411099411415040,0.064,268435456,4000,256,16,1,0.002,5.147573414258659
418819968,302624640,536870912,1349113549117980672,974822198836985856,1349113549103824896,974822198822830080,0.128,536870912,4000,512,16,2,0.002,4.067300749011338
418819968,302624640,805306368,2023670323669893120,1462233298248400896,2023670323655737344,1462233298234245120,0.192,805306368,4000,768,16,3,0.002,3.749577727401629
418819968,302624640,1073741824,2698227098221805568,1949644397659815936,2698227098207649792,1949644397645660160,0.256,1073741824,4000,1024,16,4,0.002,3.5865384000353515
418819968,302624640,1342177280,3372783872773718016,2437055497071230976,3372783872759562240,2437055497057075200,0.32,1342177280,4000,1280,16,5,0.002,3.477466247742996
418819968,302624640,1610612736,4047340647325630464,2924466596482646016,4047340647311474688,2924466596468490240,0.384,1610612736,4000,1536,16,6,0.002,3.406427864916622
418819968,302624640,1879048192,4721897421877542912,3411877695894061056,4721897421863387136,3411877695879905280,0.448,1879048192,4000,1792,16,7,0.002,3.346333879046142
418819968,302624640,2147483648,5396454196429455360,3899288795305476096,5396454196415299584,3899288795291320320,0.512,2147483648,4000,2048,16,8,0.002,3.2979762183967978
418819968,302624640,2415919104,6071010970981367808,4386699894716891136,6071010970967212032,4386699894702735360,0.576,2415919104,4000,2304,16,9,0.002,3.257119441172108
418819968,302624640,2684354560,6745567745533280256,4874110994128306176,6745567745519124480,4874110994114150400,0.64,2684354560,4000,2560,16,10,0.002,3.2214826156850904
418819968,302624640,2952790016,7420124520085192704,5361522093539721216,7420124520071036928,5361522093525565440,0.704,2952790016,4000,2816,16,11,0.002,3.189527425216511
418819968,302624640,3221225472,8094681294637105152,5848933192951136256,8094681294622949376,5848933192936980480,0.768,3221225472,4000,3072,16,12,0.002,3.163512087194249
418819968,302624640,3489660928,8769238069189017600,6336344292362551296,8769238069174861824,6336344292348395520,0.832,3489660928,4000,3328,16,13,0.002,3.142176336143166
418819968,302624640,3758096384,9443794843740930048,6823755391773966336,9443794843726774272,6823755391759810560,0.896,3758096384,4000,3584,16,14,0.002,3.125572299119085
418819968,302624640,4026531840,10118351618292842496,7311166491185381376,10118351618278686720,7311166491171225600,0.96,4026531840,4000,3840,16,15,0.002,3.1138695455156267
418819968,302624640,4194304000,10539949602387787776,7615798428317515776,10539949602373632000,7615798428303360000,1.0,4194304000,4000,4000,16,16,0.002,3.108542351983488
418819968,302624640,134217728,337278387290112000,243705549719863296,337278387275956224,243705549705707520,0.0213333333333333,134217728,6000,128,47,1,0.0004,5.873311112634838
418819968,302624640,268435456,674556774566068224,487411099425570816,674556774551912448,487411099411415040,0.0426666666666666,268435456,6000,256,47,2,0.0004,4.976034433115274
418819968,302624640,402653184,1011835161842024448,731116649131278336,1011835161827868672,731116649117122560,0.064,402653184,6000,384,47,3,0.0004,4.514578367117792
418819968,302624640,536870912,1349113549117980672,974822198836985856,1349113549103824896,974822198822830080,0.0853333333333333,536870912,6000,512,47,4,0.0004,4.186743098660372
418819968,302624640,671088640,1686391936393936896,1218527748542693376,1686391936379781120,1218527748528537600,0.1066666666666666,671088640,6000,640,47,5,0.0004,3.9969979154411694
