h,ffnh,numh,numl,lr,bs,ti,D,N,loss
1024,9552,16,8,0.0003453,736,53074,80000000000,268304384,2.36255410523428
1024,9552,16,8,0.001381,1024,38146,80000000000,268304384,2.326585942511133
1024,9552,16,8,0.0006905,128,305175,80000000000,268304384,2.323627755139312
1024,9552,16,8,0.01105,192,203450,80000000000,268304384,2.37908273262946
1024,9552,16,8,0.002762,64,610351,80000000000,268304384,2.367986859925716
1024,9552,16,8,0.01105,128,305175,80000000000,268304384,2.407540745145626
1024,9552,16,8,0.007812,1024,38146,80000000000,268304384,2.3138873781694973
1024,9552,16,8,0.0003453,512,76293,80000000000,268304384,2.352917115184631
1024,9552,16,8,0.007812,2048,19073,80000000000,268304384,2.3453091684244614
1024,9552,16,8,0.007812,512,76293,80000000000,268304384,2.3133724624728425
1024,9552,16,8,0.0002441,128,305175,80000000000,268304384,2.3462462553977104
1024,9552,16,8,0.0009766,736,53074,80000000000,268304384,2.3303444559036626
1024,9552,16,8,0.001381,32,1220703,80000000000,268304384,2.3903837310341327
1024,9552,16,8,0.0006905,2048,19073,80000000000,268304384,2.372942586980652
1024,9552,16,8,0.01105,64,610351,80000000000,268304384,2.4999572837632864
1024,9552,16,8,0.002762,512,76293,80000000000,268304384,2.307333348426464
1024,9552,16,8,0.0003453,192,203450,80000000000,268304384,2.3384517844086465
1024,9552,16,8,0.005524,64,610351,80000000000,268304384,2.4139465671690306
1024,9552,16,8,0.0006905,736,53074,80000000000,268304384,2.340173942940424
1024,9552,16,8,0.001953,64,610351,80000000000,268304384,2.3538941545021363
1024,9552,16,8,0.0004883,352,110973,80000000000,268304384,2.3360202157173613
1024,9552,16,8,0.0004883,192,203450,80000000000,268304384,2.330635125301733
1024,9552,16,8,0.0009766,2048,19073,80000000000,268304384,2.3603196048833484
1024,9552,16,8,0.002762,1024,38146,80000000000,268304384,2.3154630115161394
1024,9552,16,8,0.0006905,192,203450,80000000000,268304384,2.3230862523924216
1024,9552,16,8,0.0006905,352,110973,80000000000,268304384,2.326889875877714
1024,9552,16,8,0.001381,352,110973,80000000000,268304384,2.312469512609616
1024,9552,16,8,0.001381,512,76293,80000000000,268304384,2.31608375020798
1024,9552,16,8,0.001381,128,305175,80000000000,268304384,2.3197778610947686
1024,9552,16,8,0.0003453,2048,19073,80000000000,268304384,2.4043065777094954
1024,9552,16,8,0.001953,128,305175,80000000000,268304384,2.3226548401680245
1024,9552,16,8,0.0006905,512,76293,80000000000,268304384,2.3334091715052625
1024,9552,16,8,0.0006905,32,1220703,80000000000,268304384,2.376927324474491
1024,9552,16,8,0.0002441,2048,19073,80000000000,268304384,2.4270214194906825
1024,9552,16,8,0.001953,1024,38146,80000000000,268304384,2.320888451295172
1024,9552,16,8,0.007812,736,53074,80000000000,268304384,2.308231810036287
1024,9552,16,8,0.001953,352,110973,80000000000,268304384,2.311170352634748
