h,ffnh,numh,numl,lr,bs,ti,D,N,loss
960,9368,15,7,0.0003453,736,66342,100000000000,214663680,2.3976109618296744
960,9368,15,7,0.0009766,32,1525878,100000000000,214663680,2.4137805813253053
960,9368,15,7,0.001381,128,381469,100000000000,214663680,2.3583542548184586
960,9368,15,7,0.001381,2048,23841,100000000000,214663680,2.381233296851839
960,9368,15,7,0.01105,1024,47683,100000000000,214663680,2.359076712043932
960,9368,15,7,0.002762,736,66342,100000000000,214663680,2.3445016176522024
960,9368,15,7,0.0004883,736,66342,100000000000,214663680,2.386230532580373
960,9368,15,7,0.0002441,256,190734,100000000000,214663680,2.3909159704257528
960,9368,15,7,0.003906,2048,23841,100000000000,214663680,2.355767390064634
960,9368,15,7,0.002762,512,95367,100000000000,214663680,2.3436394961386577
960,9368,15,7,0.0006905,512,95367,100000000000,214663680,2.3688892725353825
960,9368,15,7,0.0006905,256,190734,100000000000,214663680,2.3614372151469563
960,9368,15,7,0.0003453,32,1525878,100000000000,214663680,2.410136487157416
960,9368,15,7,0.003906,352,138716,100000000000,214663680,2.3467150747983263
960,9368,15,7,0.003906,736,66342,100000000000,214663680,2.3422741059613195
960,9368,15,7,0.001381,192,254313,100000000000,214663680,2.354579460927984
960,9368,15,7,0.0006905,352,138716,100000000000,214663680,2.3642792766895067
960,9368,15,7,0.007812,512,95367,100000000000,214663680,2.3494301150240684
960,9368,15,7,0.0004883,512,95367,100000000000,214663680,2.3781761356770184
960,9368,15,7,0.0004883,352,138716,100000000000,214663680,2.3721272288581146
960,9368,15,7,0.007812,352,138716,100000000000,214663680,2.359829980909621
960,9368,15,7,0.005524,2048,23841,100000000000,214663680,2.356920624702917
960,9368,15,7,0.003906,192,254313,100000000000,214663680,2.360023059825179
960,9368,15,7,0.0009766,736,66342,100000000000,214663680,2.365008412520753
960,9368,15,7,0.003906,512,95367,100000000000,214663680,2.3463578313704248
960,9368,15,7,0.0003453,64,762939,100000000000,214663680,2.380013986876808
960,9368,15,7,0.005524,128,381469,100000000000,214663680,2.3863945187244533
960,9368,15,7,0.007812,128,381469,100000000000,214663680,2.399498174907446
960,9368,15,7,0.001381,64,762939,100000000000,214663680,2.376007011092981
960,9368,15,7,0.01105,32,1525878,100000000000,214663680,2.532804071823813
960,9368,15,7,0.0006905,2048,23841,100000000000,214663680,2.403909365271511
960,9368,15,7,0.003906,64,762939,100000000000,214663680,2.406381895619392
960,9368,15,7,0.007812,736,66342,100000000000,214663680,2.346051504113463
960,9368,15,7,0.0002441,64,762939,100000000000,214663680,2.38698560599479
960,9368,15,7,0.001953,32,1525878,100000000000,214663680,2.4305214250147875
960,9368,15,7,0.003906,32,1525878,100000000000,214663680,2.467442388510172
960,9368,15,7,0.0004883,256,190734,100000000000,214663680,2.369734762671821
960,9368,15,7,0.01105,128,381469,100000000000,214663680,2.428044637578453
960,9368,15,7,0.001953,2048,23841,100000000000,214663680,2.372149247313339
960,9368,15,7,0.0006905,192,254313,100000000000,214663680,2.3607361358060737
960,9368,15,7,0.0002441,512,95367,100000000000,214663680,2.4014129115043192
960,9368,15,7,0.0002441,192,254313,100000000000,214663680,2.387399497234489
960,9368,15,7,0.002762,352,138716,100000000000,214663680,2.346673623339132
960,9368,15,7,0.0004883,192,254313,100000000000,214663680,2.3686896557810813
960,9368,15,7,0.01105,256,190734,100000000000,214663680,2.383575025499705
960,9368,15,7,0.007812,192,254313,100000000000,214663680,2.380526820529147
960,9368,15,7,0.01105,64,762939,100000000000,214663680,2.507513935822346
960,9368,15,7,0.0006905,736,66342,100000000000,214663680,2.375468155457096
