h,ffnh,numh,numl,lr,bs,ti,D,N,loss
1280,9048,10,13,0.0009766,32,152587,10000000000,536872960,2.419234339378818
1280,9048,10,13,0.001953,2048,2384,10000000000,536872960,2.501752130434279
1280,9048,10,13,0.0003453,64,76293,10000000000,536872960,2.4047592233048696
1280,9048,10,13,0.0006905,2048,2384,10000000000,536872960,2.537883809535119
1280,9048,10,13,0.01562,32,152587,10000000000,536872960,7.180832855765101
1280,9048,10,13,0.0009766,512,9536,10000000000,536872960,2.412068051496651
1280,9048,10,13,0.003906,512,9536,10000000000,536872960,2.438574307100084
1280,9048,10,13,0.003906,192,25431,10000000000,536872960,2.425308316119919
1280,9048,10,13,0.01105,128,38146,10000000000,536872960,2.556539083134344
1280,9048,10,13,0.0006905,256,19073,10000000000,536872960,2.401212760282203
1280,9048,10,13,0.01562,512,9536,10000000000,536872960,6.696272299324252
1280,9048,10,13,0.003906,64,76293,10000000000,536872960,2.4399237479704303
1280,9048,10,13,0.0009766,352,13871,10000000000,536872960,2.400290268269729
1280,9048,10,13,0.0004883,32,152587,10000000000,536872960,2.415351394836672
1280,9048,10,13,0.005524,1024,4768,10000000000,536872960,2.5044671923448125
1280,9048,10,13,0.0004883,192,25431,10000000000,536872960,2.405333161657889
1280,9048,10,13,0.002762,1024,4768,10000000000,536872960,2.453400183381946
1280,9048,10,13,0.005524,192,25431,10000000000,536872960,2.4484752112162127
1280,9048,10,13,0.007812,256,19073,10000000000,536872960,2.5400934611802115
1280,9048,10,13,0.001381,352,13871,10000000000,536872960,2.396548865002333
1280,9048,10,13,0.01562,2048,2384,10000000000,536872960,6.593555236175265
1280,9048,10,13,0.0003453,2048,2384,10000000000,536872960,2.5945238715681453
1280,9048,10,13,0.003906,352,13871,10000000000,536872960,2.435370954570557
1280,9048,10,13,0.01105,2048,2384,10000000000,536872960,6.9022454449044
1280,9048,10,13,0.007812,352,13871,10000000000,536872960,2.474290978189156
1280,9048,10,13,0.0003453,512,9536,10000000000,536872960,2.448629725900076
1280,9048,10,13,0.002762,192,25431,10000000000,536872960,2.40244455878071
1280,9048,10,13,0.0003453,1024,4768,10000000000,536872960,2.5001956626108592
1280,9048,10,13,0.002762,736,6634,10000000000,536872960,2.4393959999444004
1280,9048,10,13,0.003906,256,19073,10000000000,536872960,2.4178933972683114
1280,9048,10,13,0.005524,32,152587,10000000000,536872960,2.5677426436922945
1280,9048,10,13,0.0009766,1024,4768,10000000000,536872960,2.451761436454675
1280,9048,10,13,0.002762,64,76293,10000000000,536872960,2.4158593406983537
1280,9048,10,13,0.007812,192,25431,10000000000,536872960,2.459384440867064
1280,9048,10,13,0.0004883,128,38146,10000000000,536872960,2.3973738380445955
1280,9048,10,13,0.003906,32,152587,10000000000,536872960,2.507637562768794
1280,9048,10,13,0.001381,192,25431,10000000000,536872960,2.386855543961784
1280,9048,10,13,0.001953,32,152587,10000000000,536872960,2.4422084988776747
1280,9048,10,13,0.01562,256,19073,10000000000,536872960,6.779749538023477
1280,9048,10,13,0.01105,32,152587,10000000000,536872960,4.985323470859623
1280,9048,10,13,0.0009766,128,38146,10000000000,536872960,2.3832729235516585
1280,9048,10,13,0.001381,256,19073,10000000000,536872960,2.389775209886947
1280,9048,10,13,0.001953,128,38146,10000000000,536872960,2.386478539624513
1280,9048,10,13,0.001381,2048,2384,10000000000,536872960,2.5184485947214026
1280,9048,10,13,0.005524,512,9536,10000000000,536872960,2.463578813222878
1280,9048,10,13,0.001953,1024,4768,10000000000,536872960,2.439245769521906
1280,9048,10,13,0.007812,736,6634,10000000000,536872960,2.5269039684462453
1280,9048,10,13,0.007812,128,38146,10000000000,536872960,2.5143781589193583
1280,9048,10,13,0.005524,128,38146,10000000000,536872960,2.4487308243762524
1280,9048,10,13,0.0003453,736,6634,10000000000,536872960,2.4721787174988936
1280,9048,10,13,0.003906,1024,4768,10000000000,536872960,2.485296497345733
1280,9048,10,13,0.007812,512,9536,10000000000,536872960,2.4824316760737783
1280,9048,10,13,0.003906,736,6634,10000000000,536872960,2.4607299644948206
1280,9048,10,13,0.0006905,128,38146,10000000000,536872960,2.3892678000413463
1280,9048,10,13,0.005524,256,19073,10000000000,536872960,2.4513358075666374
1280,9048,10,13,0.002762,128,38146,10000000000,536872960,2.393618290531813
1280,9048,10,13,0.01562,128,38146,10000000000,536872960,6.781645293530645
1280,9048,10,13,0.001953,192,25431,10000000000,536872960,2.3863828078710783
1280,9048,10,13,0.0009766,256,19073,10000000000,536872960,2.394886501164148
1280,9048,10,13,0.01105,1024,4768,10000000000,536872960,6.850851760696949
1280,9048,10,13,0.001381,1024,4768,10000000000,536872960,2.443442298077402
1280,9048,10,13,0.0004883,64,76293,10000000000,536872960,2.3978793338092865
1280,9048,10,13,0.005524,64,76293,10000000000,536872960,2.517227353743381
1280,9048,10,13,0.01562,192,25431,10000000000,536872960,6.5997208433274
1280,9048,10,13,0.01562,736,6634,10000000000,536872960,6.805176575427893
1280,9048,10,13,0.0009766,64,76293,10000000000,536872960,2.389139567229485
1280,9048,10,13,0.002762,32,152587,10000000000,536872960,2.463113640411032
1280,9048,10,13,0.005524,352,13871,10000000000,536872960,2.447023284480881
1280,9048,10,13,0.007812,32,152587,10000000000,536872960,2.651186834432405
1280,9048,10,13,0.005524,736,6634,10000000000,536872960,2.4837115723703875
1280,9048,10,13,0.007812,1024,4768,10000000000,536872960,2.54610085318822
1280,9048,10,13,0.0004883,512,9536,10000000000,536872960,2.4351538971476643
1280,9048,10,13,0.0003453,128,38146,10000000000,536872960,2.405782321806987
1280,9048,10,13,0.01105,736,6634,10000000000,536872960,6.61290759177233
