h,ffnh,numh,numl,lr,bs,ti,D,N,loss
2048,8192,16,16,0.01105,352,27743,20000000000,1073741824,6.441123968429631
2048,8192,16,16,0.002762,736,13268,20000000000,1073741824,2.272775402725349
2048,8192,16,16,0.0002441,736,13268,20000000000,1073741824,2.295121464572322
2048,8192,16,16,0.005524,128,76293,20000000000,1073741824,2.308050052816881
2048,8192,16,16,0.0002441,256,38146,20000000000,1073741824,2.257944809992964
2048,8192,16,16,0.003906,2048,4768,20000000000,1073741824,2.3545615967846976
2048,8192,16,16,0.01105,32,305175,20000000000,1073741824,7.191355435675201
2048,8192,16,16,0.001953,736,13268,20000000000,1073741824,2.261154727440082
2048,8192,16,16,0.0006905,192,50862,20000000000,1073741824,2.230837152230276
2048,8192,16,16,0.0003453,64,152587,20000000000,1073741824,2.241517450217004
2048,8192,16,16,0.005524,1024,9536,20000000000,1073741824,5.114971536926374
2048,8192,16,16,0.002762,32,305175,20000000000,1073741824,2.363825364959933
2048,8192,16,16,0.0003453,736,13268,20000000000,1073741824,2.274550235060009
2048,8192,16,16,0.0003453,32,305175,20000000000,1073741824,2.2627303553150804
2048,8192,16,16,0.007812,128,76293,20000000000,1073741824,2.404419892474048
2048,8192,16,16,0.001381,32,305175,20000000000,1073741824,2.300288560265704
2048,8192,16,16,0.003906,192,50862,20000000000,1073741824,2.268642317374117
2048,8192,16,16,0.001381,64,152587,20000000000,1073741824,2.246826761688196
2048,8192,16,16,0.002762,256,38146,20000000000,1073741824,2.2480575070132645
2048,8192,16,16,0.0003453,128,76293,20000000000,1073741824,2.239828798545908
2048,8192,16,16,0.0009766,64,152587,20000000000,1073741824,2.242496681011842
2048,8192,16,16,0.0009766,32,305175,20000000000,1073741824,2.281407457259213
2048,8192,16,16,0.0003453,1024,9536,20000000000,1073741824,2.2913472453242263
2048,8192,16,16,0.0006905,64,152587,20000000000,1073741824,2.2387166021284925
2048,8192,16,16,0.0006905,352,27743,20000000000,1073741824,2.2359355054061423
2048,8192,16,16,0.0003453,256,38146,20000000000,1073741824,2.2464665090250904
2048,8192,16,16,0.0004883,352,27743,20000000000,1073741824,2.2404785709847745
2048,8192,16,16,0.0009766,192,50862,20000000000,1073741824,2.2264907016041904
2048,8192,16,16,0.01105,2048,4768,20000000000,1073741824,6.664889503284543
2048,8192,16,16,0.001381,256,38146,20000000000,1073741824,2.2254960114073605
2048,8192,16,16,0.0004883,736,13268,20000000000,1073741824,2.262650061486738
2048,8192,16,16,0.005524,64,152587,20000000000,1073741824,2.375344978679795
2048,8192,16,16,0.0003453,2048,4768,20000000000,1073741824,2.34940705969445
2048,8192,16,16,0.0009766,128,76293,20000000000,1073741824,2.228973011905102
2048,8192,16,16,0.007812,1024,9536,20000000000,1073741824,6.260085190601916
2048,8192,16,16,0.005524,192,50862,20000000000,1073741824,2.287716368968701
2048,8192,16,16,0.0002441,512,19073,20000000000,1073741824,2.2767547507153987
2048,8192,16,16,0.001953,64,152587,20000000000,1073741824,2.261223923915355
2048,8192,16,16,0.002762,1024,9536,20000000000,1073741824,2.2834240159486807
2048,8192,16,16,0.001953,2048,4768,20000000000,1073741824,2.309381234627089
2048,8192,16,16,0.007812,256,38146,20000000000,1073741824,2.3148786156066667
2048,8192,16,16,0.0004883,128,76293,20000000000,1073741824,2.234671961649699
2048,8192,16,16,0.005524,32,305175,20000000000,1073741824,2.531778162341604
2048,8192,16,16,0.0004883,1024,9536,20000000000,1073741824,2.2725002497787337
2048,8192,16,16,0.001953,128,76293,20000000000,1073741824,2.2342454896225146
2048,8192,16,16,0.01105,192,50862,20000000000,1073741824,2.486196204144003
2048,8192,16,16,0.001953,1024,9536,20000000000,1073741824,2.2717196529421515
2048,8192,16,16,0.003906,512,19073,20000000000,1073741824,2.2769814799959818
2048,8192,16,16,0.0006905,512,19073,20000000000,1073741824,2.24034456148608
2048,8192,16,16,0.003906,64,152587,20000000000,1073741824,2.3149764088792724
2048,8192,16,16,0.0009766,256,38146,20000000000,1073741824,2.228375562047929
2048,8192,16,16,0.001381,512,19073,20000000000,1073741824,2.24397364441895
2048,8192,16,16,0.001381,1024,9536,20000000000,1073741824,2.263408062115809
2048,8192,16,16,0.0004883,512,19073,20000000000,1073741824,2.250262754066189
2048,8192,16,16,0.0004883,64,152587,20000000000,1073741824,2.239185688316184
2048,8192,16,16,0.003906,352,27743,20000000000,1073741824,2.266330603298875
2048,8192,16,16,0.007812,32,305175,20000000000,1073741824,2.55801793280164
2048,8192,16,16,0.005524,512,19073,20000000000,1073741824,2.347098196081646
2048,8192,16,16,0.0009766,512,19073,20000000000,1073741824,2.2417216010594285
2048,8192,16,16,0.0002441,32,305175,20000000000,1073741824,2.2642752881639203
2048,8192,16,16,0.0004883,32,305175,20000000000,1073741824,2.263979109348828
2048,8192,16,16,0.001381,128,76293,20000000000,1073741824,2.230295881825324
2048,8192,16,16,0.0002441,128,76293,20000000000,1073741824,2.248143961840848
2048,8192,16,16,0.003906,32,305175,20000000000,1073741824,2.418391954563974
2048,8192,16,16,0.01105,1024,9536,20000000000,1073741824,6.357472327275277
2048,8192,16,16,0.005524,2048,4768,20000000000,1073741824,2.4743236724302484
2048,8192,16,16,0.001953,192,50862,20000000000,1073741824,2.233608996401029
2048,8192,16,16,0.003906,256,38146,20000000000,1073741824,2.258831690533254
2048,8192,16,16,0.007812,352,27743,20000000000,1073741824,6.73571543802407
2048,8192,16,16,0.0009766,736,13268,20000000000,1073741824,2.2498280168810645
2048,8192,16,16,0.002762,192,50862,20000000000,1073741824,2.2434560723371963
2048,8192,16,16,0.0009766,352,27743,20000000000,1073741824,2.23268363954196
