step,num_experts,d_model,num_blocks,num_heads,kqv_size,flop_increase,k,seed,routing_frequency,N,dense_parameter_count,flops_per_step,D,router_type_Dense,router_type_Hash,router_type_RL-R,router_type_S-Base,loss
0,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,10.884376790275695
10000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,3.1005732620160944
20000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.964547622907345
30000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.906164224153534
40000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.8722081535844075
50000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.846197365894579
60000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.8285080157135054
70000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.8167633645064267
80000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.802431617370474
90000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.794152133300387
100000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.780819792815919
110000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.771898760499672
120000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.7612395868909325
130000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.7541025839777014
140000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.745447289561945
150000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.739643623982297
160000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.731424906000689
170000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.723633272057377
180000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.7172287574935825
190000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.7103134241560523
200000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.7036863547153893
210000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.6982806566023005
220000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.693395171292005
230000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.689678480256604
240000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.686485395678471
249000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,0,0,1,2.6855667973502344
0,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,1,0,0,10.912819033030784
10000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,1,0,0,3.1598716441183736
20000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,1,0,0,3.0220671152717204
30000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,1,0,0,2.96178100757503
40000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,1,0,0,2.927035641831542
50000,8,640,10,12,64,1.0,1,42,0.5,172083200.0,57369600.0,131529346908160.0,130000000000,0,1,0,0,2.904009253561272
