step,num_experts,d_model,num_blocks,num_heads,kqv_size,flop_increase,k,seed,routing_frequency,N,dense_parameter_count,flops_per_step,D,router_type_Dense,router_type_Hash,router_type_RL-R,router_type_S-Base,loss
0,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,10.850619568185502
10000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.730591149034353
20000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.601252189644888
30000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.5385507836292467
40000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.5013128032648333
50000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.4747372426134406
60000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.455345015636386
70000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.437029364062596
80000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.4230528686118635
90000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.406649664293797
100000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.394272858869616
110000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.381581673164121
120000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.370336774466183
130000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.3571711657016228
140000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.345996894363504
150000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.335542225324492
160000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.3232736233763576
170000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.3126597968607614
180000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.3018769270055417
190000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.2910784660130914
200000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.2814508158148628
210000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.272972089798655
220000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.2644488036236754
230000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.258207332024924
240000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.253623783596196
249000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,0,0,1,2.2499213557462734
0,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,10.856538618017334
10000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.7870971191119605
20000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.654186608895192
30000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.59492469628268
40000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.558221290273334
50000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.5327845712073302
60000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.5109587496871937
70000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.494493525103993
80000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.479938632890394
90000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.464760537838165
100000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.451598863745461
110000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.44136670039992
120000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.42967983968573
130000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.4193073561051155
140000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.405849696322026
150000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.3953486473385093
160000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.382271519507316
170000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.370796639239381
180000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.359791165323894
190000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.349857496022046
200000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.3396342840549784
210000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.3314451498873896
220000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.322758722380571
230000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.3170894996199105
240000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.312517066639177
248000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,
249000,32,1536,12,12,128,1.0,1,42,0.5,3879051264.0,368123904.0,557085175578624.0,130000000000,0,1,0,0,2.308701074322804
