step,num_experts,d_model,num_blocks,num_heads,kqv_size,flop_increase,k,seed,routing_frequency,N,dense_parameter_count,flops_per_step,D,router_type_Dense,router_type_Hash,router_type_RL-R,router_type_S-Base,loss
0,64,512,8,8,64,1.0,1,42,1.0,1084506112.0,27279360.0,72657961746432.0,130000000000,0,0,0,1,10.841163199171516
10000,64,512,8,8,64,1.0,1,42,1.0,1084506112.0,27279360.0,72657961746432.0,130000000000,0,0,0,1,3.0757958464030017
20000,64,512,8,8,64,1.0,1,42,1.0,1084506112.0,27279360.0,72657961746432.0,130000000000,0,0,0,1,2.9225694449909265
30000,64,512,8,8,64,1.0,1,42,1.0,1084506112.0,27279360.0,72657961746432.0,130000000000,0,0,0,1,2.855046000248671
40000,64,512,8,8,64,1.0,1,42,1.0,1084506112.0,27279360.0,72657961746432.0,130000000000,0,0,0,1,2.8135866579998963
50000,64,512,8,8,64,1.0,1,42,1.0,1084506112.0,27279360.0,72657961746432.0,130000000000,0,0,0,1,2.783470040228085
60000,64,512,8,8,64,1.0,1,42,1.0,1084506112.0,27279360.0,72657961746432.0,130000000000,0,0,0,1,2.761110775571039
70000,64,512,8,8,64,1.0,1,42,1.0,1084506112.0,27279360.0,72657961746432.0,130000000000,0,0,0,1,2.742752236074016
80000,64,512,8,8,64,1.0,1,42,1.0,1084506112.0,27279360.0,72657961746432.0,130000000000,0,0,0,1,2.7258986839703043
90000,64,512,8,8,64,1.0,1,42,1.0,1084506112.0,27279360.0,72657961746432.0,130000000000,0,0,0,1,2.7130478735459422
100000,64,512,8,8,64,1.0,1,42,1.0,1084506112.0,27279360.0,72657961746432.0,130000000000,0,0,0,1,2.699559129855188
110000,64,512,8,8,64,1.0,1,42,1.0,1084506112.0,27279360.0,72657961746432.0,130000000000,0,0,0,1,2.68862787368759
120000,64,512,8,8,64,1.0,1,42,1.0,1084506112.0,27279360.0,72657961746432.0,130000000000,0,0,0,1,2.676944406627876
130000,64,512,8,8,64,1.0,1,42,1.0,1084506112.0,27279360.0,72657961746432.0,130000000000,0,0,0,1,2.666399190952773
140000,64,512,8,8,64,1.0,1,42,1.0,1084506112.0,27279360.0,72657961746432.0,130000000000,0,0,0,1,2.6543233879255936
150000,64,512,8,8,64,1.0,1,42,1.0,1084506112.0,27279360.0,72657961746432.0,130000000000,0,0,0,1,2.6451928835164007
160000,64,512,8,8,64,1.0,1,42,1.0,1084506112.0,27279360.0,72657961746432.0,130000000000,0,0,0,1,2.6332058073395794
