step,num_experts,d_model,num_blocks,num_heads,kqv_size,flop_increase,k,seed,routing_frequency,N,dense_parameter_count,flops_per_step,D,router_type_Dense,router_type_Hash,router_type_RL-R,router_type_S-Base,loss
0,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,10.79076322502231
10000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.507156233621928
20000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.3605073001934285
30000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.299368745839085
40000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.265028429971497
50000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.2414854684699006
60000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.225358969950124
70000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.211976019748905
80000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.201829386332838
90000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.191559351770681
100000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.18500502457596
110000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.1765834004850664
120000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.1683914136803817
130000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.162446026138812
140000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.157270162045526
150000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.150699850246389
160000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.144736904231661
170000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.13938161910173
180000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.133829059361607
190000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.1292494456047355
200000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.1237429215253307
210000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.1207257659625705
220000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.117141575001928
230000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.1136389792989045
240000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.1121185729102563
249000,2,512,6,8,32,1.0,1,42,0.5,22920384.0,16527360.0,44670008688640.0,130000000000,0,0,1,0,3.111442596285355
