IntelliValSet|zh|web-data,IntelliValSet|zh|paper,IntelliValSet|zh|book,IntelliValSet|zh,IntelliValSet|en|web-data,IntelliValSet|en|paper,IntelliValSet|en|book,IntelliValSet|en,IntelliValSet_Raw|zh|web-data,IntelliValSet_Raw|zh|paper,IntelliValSet_Raw|zh|book,IntelliValSet_Raw|zh,IntelliValSet_Raw|en|web-data,IntelliValSet_Raw|en|paper,IntelliValSet_Raw|en|book,L,IntelliValSet_Raw,IntelliValSet,data_recipe,h,ffnh,numh,numl,lr,bs,ti,loss,smooth loss,average_iter_time,target_iter,final_iter,seq_len,D,N,M,D/N,round(D/N),ND,C,exact_N,N_add_emb,new_D/N,new_round(D/N),new_ND
,,,,,,,,2.747758428,1.583926685,1.333189952,1.720999465,0.555914574,0.502808541,0.514982576,0.524648016,0.982664146,,2049_sc,1920,5184,30,30,0.000899,256,51324,2.129438,2.16017408,1.934629,-1,51323,2048,26908557312.0,1338278400,9444556800,454.9285653,20,3.60111e+19,2.54e+20,1338278400,1589936640,454.9285653,20,3.60111e+19
,,,,,,,,3.661466755,2.108927629,1.77329281,2.29117277,0.634292157,0.576904286,0.584988724,0.598805628,1.246718455,,2049_sc,1920,5184,30,30,0.000474,80,20529,2.393667,2.453905206,1.218748,-1,20528,2048,3363471360.0,1338278400,9444556800,454.9285653,2,4.50126e+18,3.18e+19,1338278400,1589936640,454.9285653,2,4.50126e+18
,,,,,,,,2.649188472,1.53244406,1.285028662,1.660375432,0.546981932,0.494137029,0.506965967,0.516108586,0.954184432,,2049_sc,1920,5184,30,30,0.001,304,61122,2.153499,2.122475823,2.717472,-1,61121,2048,38054068224.0,1338278400,9444556800,454.9285653,28,5.09269e+19,3.59e+20,1338278400,1589936640,454.9285653,28,5.09269e+19
,,,,,,,,3.002337719,1.73264679,1.465198539,1.885399152,0.577600575,0.523552417,0.535014986,0.545468611,1.058453154,,2049_sc,1920,5184,30,30,0.000726,176,37326,2.260736,2.242320558,2.753244,-1,37325,2048,13454082048.0,1338278400,9444556800,454.9285653,10,1.80053e+19,1.27e+20,1338278400,1589936640,454.9285653,10,1.80053e+19
,,,,,,,,3.859025012,2.218073882,1.872247412,2.415398699,0.653361864,0.594801741,0.602138091,0.616844496,1.305410416,,2049_sc,1920,5184,30,30,0.000426,64,18145,2.541768,2.528674117,0.979413,-1,18144,2048,2378301440.0,1338278400,9444556800,454.9285653,1,3.18283e+18,2.25e+19,1338278400,1589936640,454.9285653,1,3.18283e+18
,,,,,,,,2.864058786,1.653592761,1.394613008,1.797108591,0.566138744,0.512812591,0.52454553,0.534577901,1.017930365,,2049_sc,1920,5184,30,30,0.000808,208,44666,2.193144,2.196650905,3.27562,-1,44665,2048,19027001344.0,1338278400,9444556800,454.9285653,14,2.54634e+19,1.8e+20,1338278400,1589936640,454.9285653,14,2.54634e+19
,,,,,,,,3.30241967,1.912901522,1.612529945,2.076021288,0.603130856,0.547638084,0.557339615,0.569447409,1.146230375,,2049_sc,1920,5184,30,30,0.000587,112,29328,2.318745,2.337150907,1.648966,-1,29327,2048,6727139328.0,1338278400,9444556800,454.9285653,5,9.00279e+18,6.35e+19,1338278400,1589936640,454.9285653,5,9.00279e+18
,,,,,,,,3.134561109,1.812016134,1.527470158,1.967984086,0.589182075,0.534505829,0.545159396,0.556361039,1.096792637,,2049_sc,1920,5184,30,30,0.000653,144,32259,2.30991,2.285000149,2.099716,-1,32258,2048,9513566208.0,1338278400,9444556800,454.9285653,7,1.27318e+19,8.99e+19,1338278400,1589936640,454.9285653,7,1.27318e+19
,,,,,,,,4.137710925,2.383496162,2.054030949,2.615641519,0.693743698,0.633184812,0.637468721,0.654873364,1.405541944,,2049_sc,1920,5184,30,30,0.000344,40,14516,2.721033,2.680588776,0.656187,-1,14515,2048,1189150720.0,1338278400,9444556800,454.9285653,0,1.59141e+18,1.12e+19,1338278400,1589936640,454.9285653,0,1.59141e+18
,,,,,,,,2.461743105,1.420782074,1.195040917,1.542605806,0.531096657,0.47886145,0.492323228,0.500841123,0.899674617,,2049_sc,1920,5184,30,30,0.00124,448,82952,2.058237,2.058213363,1.708037,-1,82951,2048,76108791808.0,1338278400,9444556800,454.9285653,56,1.01855e+20,7.19e+20,1338278400,1589936640,454.9285653,56,1.01855e+20
,,,,,,,,2.547915022,1.472254664,1.237408165,1.597306389,0.538590478,0.486070683,0.499255593,0.508052773,0.925067127,,2049_sc,1920,5184,30,30,0.00111,384,68432,2.07334,2.090659502,1.486711,-1,68431,2048,53817114624.0,1338278400,9444556800,454.9285653,40,7.20223e+19,5.08e+20,1338278400,1589936640,454.9285653,40,7.20223e+19
,,,,,,,,4.014816404,2.312120733,1.963276543,2.522137272,0.672245948,0.612769201,0.618496041,0.634579273,1.357219774,,2049_sc,1920,5184,30,30,0.000383,56,14664,2.556095,2.587953129,0.876017,-1,14663,2048,1681784832.0,1338278400,9444556800,454.9285653,1,2.2507e+18,1.59e+19,1338278400,1589936640,454.9285653,1,2.2507e+18
,,,,,,,,3.494389725,2.019242111,1.693513353,2.1888062,0.618119186,0.561821333,0.570994669,0.583722947,1.198219649,,2049_sc,1920,5184,30,30,0.000527,96,24194,2.396233,2.394398361,1.426765,-1,24193,2048,4756733952.0,1338278400,9444556800,454.9285653,3,6.36583e+18,4.49e+19,1338278400,1589936640,454.9285653,3,6.36583e+18
,,,,,,,,2.315456192,1.338365212,1.11653738,1.447477531,0.518588156,0.466798053,0.480648687,0.488759145,0.855798852,,2049_sc,1920,5184,30,30,0.00153,704,105575,2.022212,2.004828143,1.669643,-1,105574,2048,152217000000.0,1338278400,9444556800,10.04737666,113,2.03709e+20,1.44e+21,1338278400,1589936640,10.04737666,113,2.03709e+20
,,,,,,,,2.266251734,1.310739836,1.094275338,1.417687056,0.51318461,0.46202135,0.476099149,0.483848909,0.841363362,,2049_sc,1920,5184,30,30,0.0017,832,126336,1.985747,1.983062055,1.984459,-1,126335,2048,215268000000.0,1338278400,9444556800,10.04737666,160,2.88089e+20,2.03e+21,1338278400,1589936640,10.04737666,160,2.88089e+20
,,,,,,,,2.382065646,1.379860646,1.158232598,1.4948873,0.524870335,0.472876536,0.48654834,0.494845838,0.877705842,,2049_sc,1920,5184,30,30,0.00138,576,91243,2.039185,2.034465848,1.223457,-1,91242,2048,107635000000.0,1338278400,9444556800,10.04737666,80,1.44045e+20,1.02e+21,1338278400,1589936640,10.04737666,80,1.44045e+20
,,,,,,,,2.208105378,1.272766664,1.063771968,1.379076419,0.508337132,0.457756737,0.471757958,0.479363706,0.823751133,,2049_sc,1920,5184,30,30,0.00189,1024,145166,1.961225,1.964820938,1.073187,-1,145165,2048,304435000000.0,1338278400,9444556800,321.7099232,227,4.07419e+20,2.88e+21,1338278400,1589936640,321.7099232,227,4.07419e+20
,,,,,,,,2.164302124,1.246969109,1.044813174,1.352715646,0.504445004,0.454601608,0.4683635,0.475881912,0.811511841,,2049_sc,1920,5184,30,30,0.00211,1280,164237,1.915664,1.95020395,1.317016,-1,164236,2048,430537000000.0,1338278400,9444556800,321.7099232,321,5.76179e+20,4.07e+21,1338278400,1589936640,321.7099232,321,5.76179e+20
