IntelliValSet|zh|web-data,IntelliValSet|zh|paper,IntelliValSet|zh|book,IntelliValSet|zh,IntelliValSet|en|web-data,IntelliValSet|en|paper,IntelliValSet|en|book,IntelliValSet|en,IntelliValSet_Raw|zh|web-data,IntelliValSet_Raw|zh|paper,IntelliValSet_Raw|zh|book,IntelliValSet_Raw|zh,IntelliValSet_Raw|en|web-data,IntelliValSet_Raw|en|paper,IntelliValSet_Raw|en|book,L,IntelliValSet_Raw,IntelliValSet,data_recipe,h,ffnh,numh,numl,lr,bs,ti,loss,smooth loss,average_iter_time,target_iter,final_iter,seq_len,D,N,M,D/N,round(D/N),ND,C,exact_N,N_add_emb,new_D/N,new_round(D/N),new_ND
,,,,,,,,3.766618133,2.195145813,1.873258477,2.389014807,0.668529292,0.607726715,0.614963121,0.630485952,1.303728402,,2049_sc,1216,3240,19,19,0.00127,80,20529,2.520285,2.584215696,0.51276,-1,20528,2048,3363471360.0,336994944,2589496320,454.9285653,9,1.13347e+18,8.71e+18,336994944,496378496,454.9285653,9,1.13347e+18
,,,,,,,,2.911590355,1.706922926,1.44812298,1.84919225,0.597491991,0.539420639,0.551599183,0.562922225,1.055363154,,2049_sc,1216,3240,19,19,0.00241,256,51324,2.282039,2.32607212,1.534841,-1,51323,2048,26908557312.0,336994944,2589496320,454.9285653,79,9.06805e+18,6.97e+19,336994944,496378496,454.9285653,79,9.06805e+18
,,,,,,,,3.929201863,2.273192122,1.95971478,2.491047024,0.685138273,0.623719713,0.629870964,0.646321396,1.352563775,,2049_sc,1216,3240,19,19,0.00115,64,18145,2.661809,2.647975989,0.419814,-1,18144,2048,2378301440.0,336994944,2589496320,454.9285653,7,8.01476e+17,6.16e+18,336994944,496378496,454.9285653,7,8.01476e+17
,,,,,,,,2.741106779,1.608804049,1.36264117,1.740994209,0.583746819,0.526017326,0.538939192,0.549653618,1.005751371,,2049_sc,1216,3240,19,19,0.00299,376,69888,2.264611,2.270811541,4.340854,-1,69887,2048,53817114624.0,336994944,2589496320,454.9285653,159,1.81361e+19,1.39e+20,336994944,496378496,454.9285653,159,1.81361e+19
,,,,,,,,4.038344382,2.338796007,2.03431917,2.571464679,0.704148437,0.64178505,0.646408034,0.6641907,1.394379348,,2049_sc,1216,3240,19,19,0.00103,56,14664,2.671724,2.708074014,0.377835,-1,14663,2048,1681784832.0,336994944,2589496320,454.9285653,4,5.66753e+17,4.35e+18,336994944,496378496,454.9285653,4,5.66753e+17
,,,,,,,,2.485657276,1.470489262,1.235487916,1.58146707,0.565213778,0.508364059,0.52238532,0.532074454,0.933828257,,2049_sc,1216,3240,19,19,0.00458,832,126336,2.197198,2.188871627,1.302801,-1,126335,2048,215268000000.0,336994944,2589496320,454.9285653,638,7.25444e+19,5.57e+20,336994944,496378496,454.9285653,638,7.25444e+19
,,,,,,,,2.830857621,1.662812178,1.402303596,1.795710177,0.58952037,0.531774538,0.544147548,0.55523241,1.030142042,,2049_sc,1216,3240,19,19,0.00269,312,59555,2.298278,2.293089893,1.890785,-1,59554,2048,38054215680.0,336994944,2589496320,454.9285653,112,1.28241e+19,9.85e+19,336994944,496378496,454.9285653,112,1.28241e+19
,,,,,,,,3.277257411,1.904433889,1.627925333,2.076267088,0.626227319,0.56709502,0.57748352,0.590351705,1.159225688,,2049_sc,1216,3240,19,19,0.00175,144,32259,2.448587,2.430806107,0.895924,-1,32258,2048,9513566208.0,336994944,2589496320,454.9285653,28,3.20602e+18,2.46e+19,336994944,496378496,454.9285653,28,3.20602e+18
,,,,,,,,2.651747188,1.565113792,1.325620266,1.690254831,0.577989153,0.520436723,0.534042153,0.544242815,0.982986789,,2049_sc,1216,3240,19,19,0.00332,464,80092,2.23444,2.245501674,3.1568,-1,80091,2048,76109185024.0,336994944,2589496320,454.9285653,225,2.56484e+19,1.97e+20,336994944,496378496,454.9285653,225,2.56484e+19
,,,,,,,,3.635330967,2.118241596,1.806031742,2.304631131,0.653281016,0.592681468,0.601411694,0.615873282,1.262404313,,2049_sc,1216,3240,19,19,0.00142,96,24194,2.528478,2.528805792,0.602783,-1,24193,2048,4756733952.0,336994944,2589496320,454.9285653,14,1.603e+18,1.23e+19,336994944,496378496,454.9285653,14,1.603e+18
