IntelliValSet|zh|web-data,IntelliValSet|zh|paper,IntelliValSet|zh|book,IntelliValSet|zh,IntelliValSet|en|web-data,IntelliValSet|en|paper,IntelliValSet|en|book,IntelliValSet|en,IntelliValSet_Raw|zh|web-data,IntelliValSet_Raw|zh|paper,IntelliValSet_Raw|zh|book,IntelliValSet_Raw|zh,IntelliValSet_Raw|en|web-data,IntelliValSet_Raw|en|paper,IntelliValSet_Raw|en|book,L,IntelliValSet_Raw,IntelliValSet,data_recipe,h,ffnh,numh,numl,lr,bs,ti,loss,smooth loss,average_iter_time,target_iter,final_iter,seq_len,D,N,M,D/N,round(D/N),ND,C,exact_N,N_add_emb,new_D/N,new_round(D/N),new_ND
,,,,,,,,3.117509225,1.786507784,1.492463174,1.939426312,0.569156289,0.518205178,0.528183233,0.538588236,1.074890871,,2049_sc,3328,9136,52,47,0.000204,128,30517,2.225204,2.196756083,4.028059,-1,30516,2048,7999848448.0,6369572352,42059636736,454.9285653,1,5.09556e+19,3.36e+20,6369572352,6805779968,454.9285653,1,5.09556e+19
,,,,,,,,2.572053463,1.47597887,1.23429164,1.60225555,0.518803497,0.470600166,0.48265041,0.490758509,0.916211657,,2049_sc,3328,9136,52,47,0.000312,256,61035,1.977255,2.000984175,2.356925,-1,61034,2048,31999918080.0,6369572352,42059636736,454.9285653,5,2.03826e+20,1.35e+21,6369572352,6805779968,454.9285653,5,2.03826e+20
,,,,,,,,3.501352537,2.009435073,1.678031929,2.179887936,0.601033969,0.548428562,0.556937233,0.56887259,1.185640359,,2049_sc,3328,9136,52,47,0.000164,88,22194,2.34311,2.31932612,5.20921,-1,22193,2048,3999891456.0,6369572352,42059636736,454.9285653,0,2.54776e+19,1.68e+20,6369572352,6805779968,454.9285653,0,2.54776e+19
,,,,,,,,2.824356058,1.621407636,1.357797878,1.760862849,0.542467145,0.492987337,0.504279513,0.513318606,0.990847206,,2049_sc,3328,9136,52,47,0.000252,192,40690,2.113761,2.094931368,3.167561,-1,40689,2048,15999959040.0,6369572352,42059636736,454.9285653,2,1.01913e+20,6.73e+20,6369572352,6805779968,454.9285653,2,1.01913e+20
,,,,,,,,2.460184543,1.403449963,1.176257211,1.528157289,0.508671771,0.460711006,0.473141698,0.480915688,0.881845988,,2049_sc,3328,9136,52,47,0.000347,320,69053,1.968858,1.964890993,2.799719,-1,69052,2048,45254574080.0,6369572352,42059636736,10.04737666,7,2.88252e+20,1.9e+21,6369572352,6805779968,10.04737666,7,2.88252e+20
,,,,,,,,2.572053463,1.47597887,1.23429164,1.60225555,0.518803497,0.470600166,0.48265041,0.490758509,0.916211657,,2049_sc,3328,9136,52,47,0.000312,256,61035,1.977255,2.000984175,2.356925,-1,61034,2048,31999918080.0,6369572352,42059636736,10.04737666,5,2.03826e+20,1.35e+21,6369572352,6805779968,10.04737666,5,2.03826e+20
,,,,,,,,3.872373657,2.21361132,1.863282647,2.412683486,0.637030531,0.582189789,0.588440937,0.602625057,1.295595302,,2049_sc,3328,9136,52,47,0.000133,56,17438,2.392494,2.456814956,3.441867,-1,17437,2048,1999929344.0,6369572352,42059636736,10.04737666,0,1.27387e+19,8.41e+19,6369572352,6805779968,10.04737666,0,1.27387e+19
,,,,,,,,3.30135052,1.897216998,1.585433145,2.057703514,0.584977967,0.533034783,0.541976141,0.553402301,1.129315191,,2049_sc,3328,9136,52,47,0.000183,112,24661,2.263842,2.254345767,3.625546,-1,24660,2048,5656641536.0,6369572352,42059636736,10.04737666,0,3.60304e+19,2.38e+20,6369572352,6805779968,10.04737666,0,3.60304e+19
,,,,,,,,2.685470924,1.538731522,1.28546166,1.670515844,0.529897868,0.481372563,0.49294944,0.501479993,0.949038507,,2049_sc,3328,9136,52,47,0.00028,224,49323,2.064153,2.047541765,3.618927,-1,49322,2048,22627024896.0,6369572352,42059636736,10.04737666,3,1.44124e+20,9.52e+20,6369572352,6805779968,10.04737666,3,1.44124e+20
,,,,,,,,3.709941419,2.123277034,1.77057643,2.304422491,0.618070111,0.564339498,0.571893137,0.584839872,1.243171985,,2049_sc,3328,9136,52,47,0.000148,72,19181,2.421544,2.390139084,4.338222,-1,19180,2048,2828353536.0,6369572352,42059636736,10.04737666,0,1.80154e+19,1.19e+20,6369572352,6805779968,10.04737666,0,1.80154e+19
,,,,,,,,2.96124051,1.696138779,1.425198888,1.845989647,0.555737758,0.505597852,0.516181069,0.52591236,1.031296201,,2049_sc,3328,9136,52,47,0.000226,160,34526,2.15473,2.146374287,2.729661,-1,34525,2048,11313479680.0,6369572352,42059636736,10.04737666,1,7.2062e+19,4.76e+20,6369572352,6805779968,10.04737666,1,7.2062e+19
,,,,,,,,2.247619144,1.285057987,1.082081198,1.400836739,0.490737239,0.443323201,0.456690782,0.463658924,0.822387052,,2049_sc,3328,9136,52,47,0.000429,512,86316,1.90015,1.887949383,2.411966,-1,86315,2048,90508886016.0,6369572352,42059636736,321.7099232,14,5.76503e+20,3.81e+21,6369572352,6805779968,321.7099232,14,5.76503e+20
