IntelliValSet|zh|web-data,IntelliValSet|zh|paper,IntelliValSet|zh|book,IntelliValSet|zh,IntelliValSet|en|web-data,IntelliValSet|en|paper,IntelliValSet|en|book,IntelliValSet|en,IntelliValSet_Raw|zh|web-data,IntelliValSet_Raw|zh|paper,IntelliValSet_Raw|zh|book,IntelliValSet_Raw|zh,IntelliValSet_Raw|en|web-data,IntelliValSet_Raw|en|paper,IntelliValSet_Raw|en|book,L,IntelliValSet_Raw,IntelliValSet,data_recipe,h,ffnh,numh,numl,lr,bs,ti,loss,smooth loss,average_iter_time,target_iter,final_iter,seq_len,D,N,M,D/N,round(D/N),ND,C,exact_N,N_add_emb,new_D/N,new_round(D/N),new_ND
,,,,,,,,3.417571852,1.951470891,1.631144713,2.121789403,0.594371029,0.541772497,0.550690179,0.562351257,1.159372998,,2049_sc,3072,8264,48,47,0.000196,96,24194,2.3039,2.299940021,5.026591,-1,24193,2048,4756733952.0,5354047488,35670933504,454.9285653,0,2.54678e+19,1.7e+20,5354047488,5756700672,454.9285653,0,2.54678e+19
,,,,,,,,2.735400297,1.567506133,1.315915995,1.705068864,0.538717776,0.489171385,0.500498895,0.50953676,0.967239209,,2049_sc,3072,8264,48,47,0.000301,224,41476,2.048669,2.083218192,3.198254,-1,41475,2048,19027197952.0,5354047488,35670933504,454.9285653,3,1.01873e+20,6.79e+20,5354047488,5756700672,454.9285653,3,1.01873e+20
,,,,,,,,3.042467362,1.741462371,1.465872136,1.897167347,0.564494212,0.513764148,0.523940964,0.53413987,1.055966939,,2049_sc,3072,8264,48,47,0.000243,144,32259,2.2171,2.184485144,3.97864,-1,32258,2048,9513566208.0,5354047488,35670933504,454.9285653,1,5.09361e+19,3.39e+20,5354047488,5756700672,454.9285653,1,5.09361e+19
,,,,,,,,2.92338713,1.67053998,1.407931356,1.821946576,0.551037286,0.500809384,0.511735715,0.521268276,1.019225329,,2049_sc,3072,8264,48,47,0.00027,160,41059,2.172528,2.133209198,2.421372,-1,41058,2048,13454213120.0,5354047488,35670933504,454.9285653,2,7.20345e+19,4.8e+20,5354047488,5756700672,454.9285653,2,7.20345e+19
,,,,,,,,3.227826125,1.848980412,1.547602881,2.009101461,0.578745114,0.527126567,0.536600777,0.547564037,1.107105061,,2049_sc,3072,8264,48,47,0.000218,112,29328,2.216068,2.239105684,3.190006,-1,29327,2048,6727139328.0,5354047488,35670933504,454.9285653,1,3.60174e+19,2.4e+20,5354047488,5756700672,454.9285653,1,3.60174e+19
,,,,,,,,3.590773496,2.054008558,1.720460283,2.233704554,0.611179364,0.55781697,0.565646786,0.578286725,1.212053725,,2049_sc,3072,8264,48,47,0.000176,80,20529,2.309886,2.363347945,4.262025,-1,20528,2048,3363471360.0,5354047488,35670933504,454.9285653,0,1.80082e+19,1.2e+20,5354047488,5756700672,454.9285653,0,1.80082e+19
,,,,,,,,2.408151285,1.373470168,1.154790191,1.497562319,0.507283315,0.458652346,0.471682259,0.479281929,0.8691246,,2049_sc,3072,8264,48,47,0.000414,384,68432,1.939849,1.960298565,2.829005,-1,68431,2048,53817114624.0,5354047488,35670933504,10.04737666,10,2.88139e+20,1.92e+21,5354047488,5756700672,10.04737666,10,2.88139e+20
,,,,,,,,2.502822182,1.435435896,1.203052398,1.559871688,0.516779,0.468154558,0.480449822,0.488535827,0.898690473,,2049_sc,3072,8264,48,47,0.000372,320,58066,2.017448,1.997769877,2.43344,-1,58065,2048,38054133760.0,5354047488,35670933504,10.04737666,7,2.03744e+20,1.36e+21,5354047488,5756700672,10.04737666,7,2.03744e+20
,,,,,,,,2.621309065,1.504792253,1.263178946,1.635728489,0.527283689,0.478286208,0.49029226,0.49869534,0.934001807,,2049_sc,3072,8264,48,47,0.000334,256,51324,2.001077,2.043141614,3.589943,-1,51323,2048,26908557312.0,5354047488,35670933504,10.04737666,5,1.4407e+20,9.6e+20,5354047488,5756700672,10.04737666,5,1.4407e+20
,,,,,,,,2.246640737,1.279660294,1.074968943,1.395558279,0.489610249,0.441512312,0.45539657,0.462249862,0.819496881,,2049_sc,3072,8264,48,47,0.000512,512,102648,1.880348,1.88780327,2.027203,-1,102647,2048,107634000000.0,5354047488,35670933504,321.7099232,20,5.76279e+20,3.84e+21,5354047488,5756700672,321.7099232,20,5.76279e+20
,,,,,,,,2.303948173,1.314064249,1.103017565,1.43191336,0.498353102,0.450216595,0.463652214,0.470816735,0.838700383,,2049_sc,3072,8264,48,47,0.00046,512,72583,1.916273,1.921105691,2.023798,-1,72582,2048,76108791808.0,5354047488,35670933504,28.20342956,14,4.0749e+20,2.71e+21,5354047488,5756700672,28.20342956,14,4.0749e+20
